record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[SPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],record.developer.0.Elevation[Meters],
"852366898","626509764","159279762","5933.1","64.39999999999998","3.359","76.0","39.25","257.0","7.21","51.0","1015.0","300","162","91","7","1","0.5","64.39999999999998","3.359","292","93","242","6.125","78","12.5","3",
"852366899","626510113","159279581","5936.51","64.39999999999998","3.35","75.0","39.5","259.0","7.12","51.0","1017.0","300","161","91","7","1","0.5","64.39999999999998","3.35","289","91","242","6.0","77","12.375","3",
"852366900","626510490","159279466","5940.09","64.20000000000005","3.34","75.0","39.5","258.0","7.12","51.0","1014.0","300","160","91","7","1","0.5","64.20000000000005","3.34","290","92","240","6.0","77","12.5","3",
"852366901","626510798","159279413","5942.97","64.20000000000005","3.34","75.0","39.5","258.0","7.21","51.0","1021.0","300","160","91","7","1","0.5","64.20000000000005","3.34","291","91","240","6.0","77","12.375","3",
"852366902","626511118","159279187","5946.19","64.0","3.34","76.0","39.25","258.0","7.03","50.87","1035.0","300","160","91","7","1","0.0","64.0","3.34","296","91","240","5.875","77","12.0","3",
"852366903","626511438","159279035","5949.29","64.0","3.331","75.0","38.75","255.0","7.03","50.87","1030.0","300","159","91","7","1","0.0","64.0","3.331","296","92","242","6.0","77","12.0","3",
"852366904","626511802","159278949","5952.73","64.0","3.322","75.0","39.0","255.0","7.12","50.87","1030.0","300","161","91","7","1","0.5","64.0","3.322","286","90","244","6.125","78","12.125","3",
"852366905","626512102","159278757","5955.54","63.799999999999955","3.322","75.0","39.0","256.0","7.12","50.87","1032.0","300","159","91","7","1","0.5","63.799999999999955","3.322","288","91","246","6.125","78","11.875","2",
"852366906","626512421","159279071","5959.0","63.799999999999955","3.322","76.0","39.0","257.0","7.12","50.78","1038.0","300","160","91","7","1","0.0","63.799999999999955","3.322","279","91","250","6.0","77","11.75","2",
"852366907","626512715","159279599","5963.06","63.60000000000002","3.312","76.0","39.25","259.0","7.12","50.68","1034.0","300","160","91","7","1","0.0","63.60000000000002","3.312","277","90","252","5.875","76","11.75","2",
"852366908","626512969","159280197","5967.2","63.60000000000002","3.312","75.0","39.0","256.0","7.03","50.68","1033.0","300","159","91","7","1","0.5","63.60000000000002","3.312","278","90","252","5.875","75","11.75","3",
"852366909","626513220","159280776","5971.24","63.60000000000002","3.322","74.0","39.0","255.0","7.03","50.59","1040.0","300","159","91","7","1","0.5","63.60000000000002","3.322","288","92","252","5.875","76","11.75","3",
"852366910","626513474","159281351","5975.28","63.799999999999955","3.331","75.0","39.25","256.0","7.03","50.59","1056.0","300","159","92","7","1","0.0","63.799999999999955","3.331","296","91","248","5.875","76","11.875","3",
"852366911","626513720","159281903","5979.16","63.799999999999955","3.34","75.0","39.25","256.0","6.81","50.68","1100.0","300","159","91","7","1","0.5","63.799999999999955","3.34","294","93","246","5.875","76","12.0","3",
"852366912","626513977","159282459","5983.13","64.0","3.35","77.0","39.25","257.0","6.81","50.78","1114.0","300","160","91","7","1","0.0","64.0","3.35","293","91","244","5.75","76","12.125","3",
"852366913","626514201","159282974","5986.73","64.0","3.35","76.0","39.25","257.0","6.62","50.87","1125.0","300","159","91","7","1","0.5","64.0","3.35","287","91","244","5.875","77","12.125","3",
"852366914","626514482","159283475","5990.6","64.39999999999998","3.359","76.0","39.25","257.0","6.53","51.0","1131.0","300","160","91","7","1","0.5","64.39999999999998","3.359","279","91","242","5.875","77","12.125","3",
"852366915","626514726","159283946","5994.11","64.20000000000005","3.368","76.0","39.25","256.0","6.53","51.0","1135.0","300","160","91","7","1","0.5","64.20000000000005","3.368","278","91","242","6.125","78","12.5","2",
"852366916","626514981","159284405","5997.65","64.39999999999998","3.378","76.0","39.25","255.0","6.53","51.0","1135.0","300","159","92","7","1","0.0","64.39999999999998","3.378","274","91","244","6.0","77","12.375","2",
"852366917","626515185","159284839","6000.76","64.39999999999998","3.387","76.0","39.25","255.0","6.53","50.87","1140.0","300","160","92","7","1","0.0","64.39999999999998","3.387","280","91","242","6.0","77","12.375","2",
"852366918","626515457","159285270","6004.28","64.60000000000002","3.396","75.0","39.5","257.0","6.43","50.87","1138.0","300","160","92","7","1","0.0","64.60000000000002","3.396","274","91","242","6.0","77","12.25","2",
"852366919","626515751","159285677","6007.87","64.60000000000002","3.396","74.0","39.0","254.0","6.34","51.0","1135.0","300","161","92","7","1","0.0","64.60000000000002","3.396","278","91","238","6.0","77","12.25","2",
"852366920","626516013","159286090","6011.27","64.79999999999995","3.415","74.0","38.75","253.0","6.34","50.87","1134.0","300","160","92","7","1","0.0","64.79999999999995","3.415","276","92","238","5.875","77","12.5","2",
"852366921","626516252","159286469","6014.36","64.60000000000002","3.443","75.0","39.0","255.0","6.34","50.87","1136.0","300","160","92","7","1","0.0","64.60000000000002","3.443","281","93","238","5.875","77","12.75","2",
"852366922","626516569","159286813","6017.91","64.60000000000002","3.443","77.0","39.25","258.0","6.34","50.78","1147.0","300","160","91","7","1","0.5","64.60000000000002","3.443","287","92","238","5.875","77","12.25","2",
"852366923","626516771","159287136","6020.53","64.60000000000002","3.452","77.0","39.5","258.0","6.53","50.78","1139.0","300","160","91","7","1","0.5","64.60000000000002","3.452","278","90","242","6.125","78","12.0","2",
"852366924","626516750","159287432","6021.91","64.39999999999998","3.424","77.0","39.5","259.0","6.53","50.78","1139.0","300","160","91","7","1","0.5","64.39999999999998","3.424","275","90","244","6.0","77","12.0","2",
"852366925","626516968","159287679","6024.38","64.20000000000005","3.415","77.0","39.5","260.0","6.53","50.78","1142.0","300","160","91","7","1","0.0","64.20000000000005","3.415","273","90","244","6.0","77","12.0","2",
"852366926","626517201","159287921","6026.95","64.0","3.322","76.0","39.0","258.0","6.62","50.78","1109.0","300","160","90","7","1","0.5","64.0","3.322","274","90","242","6.0","77","12.25","2",
"852366927","626517477","159288210","6030.01","64.20000000000005","3.294","76.0","39.0","257.0","6.71","50.65","1049.0","300","160","91","7","1","0.0","64.20000000000005","3.294","275","91","242","6.125","78","12.375","3",
"852366928","626517729","159288455","6032.73","64.0","3.266","76.0","39.25","258.0","6.81","50.65","1036.0","300","160","91","7","1","0.0","64.0","3.266","272","89","244","6.0","77","12.125","3",
"852366929","626517917","159288686","6034.92","64.20000000000005","3.266","76.0","39.25","256.0","7.12","50.65","1020.0","300","160","91","7","1","0.5","64.20000000000005","3.266","270","91","248","6.125","78","12.0","3",
"852366930","626518147","159288897","6037.36","64.0","3.228","76.0","39.25","255.0","7.12","50.65","1016.0","300","161","92","7","1","0.0","64.0","3.228","279","91","246","5.875","76","11.625","2",
"852366931","626518432","159289218","6040.58","64.20000000000005","3.154","76.0","39.25","256.0","7.21","50.65","995.0","300","160","92","7","1","0.0","64.20000000000005","3.154","276","91","244","5.875","76","11.625","2",
"852366932","626518737","159289606","6044.17","64.0","3.126","75.0","39.25","256.0","7.5","50.65","974.0","300","161","91","7","1","0.5","64.0","3.126","278","92","242","5.875","76","12.0","2",
"852366933","626519063","159290000","6047.94","64.20000000000005","3.126","77.0","38.75","253.0","7.59","50.65","963.0","300","161","91","7","1","0.5","64.20000000000005","3.126","280","91","242","5.875","77","12.375","2",
"852366934","626519361","159290402","6051.52","64.20000000000005","3.154","78.0","38.5","252.0","7.68","50.65","972.0","300","160","91","7","1","0.5","64.20000000000005","3.154","280","90","242","5.875","76","12.375","2",
"852366935","626519594","159290844","6054.85","64.39999999999998","3.182","77.0","38.75","256.0","7.59","50.65","979.0","300","160","91","7","1","0.5","64.39999999999998","3.182","278","90","242","6.0","77","12.125","2",
"852366936","626519875","159291318","6058.6","64.20000000000005","3.2","77.0","38.75","255.0","7.4","50.46","1018.0","300","160","91","7","1","0.0","64.20000000000005","3.2","282","91","240","6.0","77","12.5","2",
"852366937","626520184","159291833","6062.67","64.39999999999998","3.228","77.0","38.75","254.0","7.4","50.46","1019.0","300","160","91","7","1","0.5","64.39999999999998","3.228","279","89","244","6.125","78","12.375","2",
"852366938","626520580","159292339","6067.28","64.20000000000005","3.256","78.0","38.25","251.0","7.4","50.25","1064.0","300","161","91","7","1","0.0","64.20000000000005","3.256","285","92","236","6.0","77","12.625","2",
"852366939","626520961","159292822","6071.71","64.20000000000005","3.294","87.7","37.5","251.0","7.4","50.12","1178.0","300","161","85","7","1","0.5","64.20000000000005","3.294","291","89","236","6.125","78","12.625","2",
"852366940","626521355","159293278","6076.13","64.0","3.35","84.7","37.5","254.0","7.31","50.0","1179.0","300","160","85","7","1","0.0","64.0","3.35","283","90","238","5.875","77","12.75","2",
"852366941","626521607","159293721","6079.55","64.0","3.396","82.0","38.0","260.0","6.9","50.0","1221.0","300","160","85","7","1","0.0","64.0","3.396","278","86","242","6.25","79","12.75","2",
"852366942","626521884","159294119","6082.89","64.0","3.396","82.0","39.5","269.0","6.81","50.0","1239.0","300","159","85","7","1","0.0","64.0","3.396","267","85","248","6.375","79","12.75","2",
"852366943","626522020","159294506","6085.41","64.0","3.359","81.0","39.5","274.0","6.53","50.09","1271.0","300","159","84","7","1","0.5","64.0","3.359","241","82","260","6.875","81","13.125","2",
"852366944","626522185","159294841","6087.83","64.0","3.284","80.0","39.5","274.0","6.53","50.09","1077.0","300","159","84","7","1","0.5","64.0","3.284","223","85","262","6.75","80","13.75","2",
"852366945","626522216","159295208","6089.94","64.20000000000005","3.116","78.0","39.5","270.0","6.62","50.09","1039.0","300","158","90","7","1","0.0","64.20000000000005","3.116","205","85","290","6.75","80","13.75","2",
"852366946","626522275","159295632","6092.4","64.20000000000005","2.603","78.0","39.25","268.0","6.71","50.09","1021.0","300","158","89","7","1","0.0","64.20000000000005","2.603","188","91","294","6.0","74","13.125","2",
"852366947","626522307","159296061","6094.86","64.20000000000005","2.603","78.0","39.25","268.0","7.31","50.09","960.0","300","158","88","7","1","0.5","64.20000000000005","2.603","188","89","288","5.625","71","13.875","2",
"852366948","626522322","159296545","6097.62","64.20000000000005","2.603","78.0","39.25","269.0","7.59","50.09","880.0","300","158","88","7","1","0.0","64.20000000000005","2.603","215","87","288","5.5","71","12.25","2",
"852366949","626522354","159297028","6100.38","64.20000000000005","2.641","77.0","39.5","271.0","7.68","50.09","877.0","300","156","88","7","1","0.0","64.20000000000005","2.641","218","87","276","5.5","71","12.25","2",
"852366950","626522362","159297545","6103.32","64.20000000000005","2.753","75.0","39.5","271.0","7.81","50.09","879.0","300","157","88","7","1","0.0","64.20000000000005","2.753","225","88","276","5.75","74","12.5","2",
"852366951","626522520","159298007","6106.25","64.0","2.762","74.0","40.0","274.0","7.81","50.09","889.0","300","157","88","7","1","0.0","64.0","2.762","223","88","276","5.625","73","12.5","2",
"852366952","626522542","159298465","6108.87","64.20000000000005","2.799","73.0","40.0","273.0","7.81","49.93","896.0","300","156","88","7","1","0.0","64.20000000000005","2.799","228","87","276","5.625","73","12.5","2",
"852366953","626522609","159298908","6111.45","64.0","2.799","73.0","39.25","268.0","7.81","49.84","905.0","300","156","88","7","1","0.5","64.0","2.799","227","87","276","5.625","73","12.625","2",
"852366954","626522704","159299423","6114.48","64.20000000000005","2.669","73.0","39.5","267.0","7.81","49.84","905.0","300","156","88","7","1","0.5","64.20000000000005","2.669","224","88","282","5.625","73","12.375","2",
"852366955","626522775","159299910","6117.31","64.0","2.669","73.0","39.25","265.0","7.9","49.93","887.0","300","155","89","7","1","0.0","64.0","2.669","221","89","282","5.5","71","12.5","2",
"852366956","626522820","159300440","6120.35","64.0","2.743","72.2","39.25","263.0","7.9","49.93","881.0","300","156","90","7","1","0.0","64.0","2.743","216","89","280","5.5","72","12.5","2",
"852366957","626522864","159300929","6123.16","63.799999999999955","2.781","72.2","39.0","259.0","8.0","50.03","890.0","300","155","91","7","1","0.0","63.799999999999955","2.781","226","90","278","5.5","71","12.25","2",
"852366958","626522903","159301425","6126.0","64.0","2.818","72.2","39.0","258.0","7.9","50.03","904.0","300","155","91","8","1","0.0","64.0","2.818","225","90","274","5.25","70","12.5","2",
"852366959","626522931","159301920","6128.83","63.799999999999955","2.827","73.0","39.25","260.0","7.81","50.12","928.0","300","154","91","8","1","0.0","63.799999999999955","2.827","230","90","268","5.375","72","12.875","2",
"852366960","626522976","159302437","6131.8","64.0","2.827","74.0","39.25","260.0","7.81","50.12","932.0","300","154","90","8","1","0.5","64.0","2.827","237","92","266","5.25","71","12.875","2",
"852366961","626523063","159302928","6134.68","63.799999999999955","2.837","75.0","39.25","260.0","7.81","50.31","935.0","300","155","90","8","1","0.0","63.799999999999955","2.837","237","88","268","5.375","72","12.5","2",
"852366962","626523066","159303452","6137.66","63.799999999999955","2.846","74.0","39.25","262.0","7.81","50.31","937.0","300","154","90","8","1","0.0","63.799999999999955","2.846","238","88","270","5.625","73","12.375","2",
"852366963","626523023","159303923","6140.37","63.60000000000002","2.846","74.0","39.25","261.0","7.81","50.31","941.0","300","155","90","8","1","0.0","63.60000000000002","2.846","236","91","270","5.625","73","12.375","2",
"852366964","626523034","159304430","6143.21","63.799999999999955","2.846","74.0","39.25","263.0","7.68","50.43","945.0","300","154","89","8","1","0.5","63.799999999999955","2.846","238","90","270","5.625","73","12.25","2",
"852366965","626523024","159304870","6145.72","63.799999999999955","2.846","74.0","39.5","264.0","7.68","50.43","947.0","300","154","89","8","1","0.5","63.799999999999955","2.846","243","89","270","5.5","73","12.375","2",
"852366966","626522990","159305343","6148.42","63.799999999999955","2.846","74.0","39.75","265.0","7.68","50.53","947.0","300","154","89","8","1","0.5","63.799999999999955","2.846","234","90","270","5.5","72","12.5","2",
"852366967","626523036","159305794","6151.02","63.799999999999955","2.846","74.0","39.5","265.0","7.68","50.65","943.0","300","153","89","8","1","0.5","63.799999999999955","2.846","231","88","272","5.625","73","12.5","2",
"852366968","626523141","159306321","6154.16","63.799999999999955","2.837","74.0","39.25","262.0","7.68","50.65","941.0","300","153","89","8","1","0.5","63.799999999999955","2.837","235","89","270","5.625","73","12.375","2",
"852366969","626523214","159306794","6156.93","63.60000000000002","2.837","74.0","39.25","261.0","7.68","50.65","936.0","300","153","89","8","1","0.5","63.60000000000002","2.837","238","89","270","5.75","74","12.25","2",
"852366970","626523227","159307260","6159.58","63.799999999999955","2.837","74.0","39.0","261.0","7.81","50.75","933.0","300","152","89","8","1","0.5","63.799999999999955","2.837","236","90","270","5.5","73","12.25","2",
"852366971","626523313","159307750","6162.45","63.60000000000002","2.837","74.0","39.25","263.0","7.81","50.75","933.0","300","153","89","8","1","0.5","63.60000000000002","2.837","235","89","268","5.625","73","12.25","2",
"852366972","626523360","159308250","6165.31","63.60000000000002","2.837","74.0","39.25","263.0","7.81","50.75","932.0","300","152","89","8","1","0.5","63.60000000000002","2.837","239","90","270","5.625","73","12.125","2",
"852366973","626523331","159308702","6167.9","63.60000000000002","2.837","74.0","39.25","264.0","7.81","50.75","930.0","300","152","89","8","1","0.5","63.60000000000002","2.837","239","89","268","5.5","73","12.375","2",
"852366974","626523355","159309222","6170.86","63.799999999999955","2.827","73.0","39.5","264.0","7.68","50.75","928.0","300","152","89","8","1","0.5","63.799999999999955","2.827","239","90","268","5.625","73","12.375","2",
"852366975","626523459","159309791","6174.13","63.60000000000002","2.827","74.0","39.25","263.0","7.81","50.87","924.0","300","152","89","8","1","0.5","63.60000000000002","2.827","234","89","270","5.625","73","12.375","2",
"852366976","626523472","159310341","6177.25","63.60000000000002","2.837","74.0","39.5","264.0","7.81","50.87","925.0","300","152","89","8","1","0.5","63.60000000000002","2.837","231","90","270","5.5","72","12.375","2",
"852366977","626523499","159310874","6180.28","63.60000000000002","2.846","74.0","39.5","265.0","7.81","50.87","943.0","300","151","89","8","1","0.5","63.60000000000002","2.846","228","89","272","5.5","72","12.25","2",
"852366978","626523462","159311379","6183.17","63.799999999999955","2.855","74.0","39.5","267.0","7.68","50.87","958.0","300","151","89","8","1","0.5","63.799999999999955","2.855","235","88","272","5.5","72","12.375","2",
"852366979","626523518","159311844","6185.85","63.799999999999955","2.855","74.0","39.5","266.0","7.5","51.06","971.0","300","151","89","8","1","0.0","63.799999999999955","2.855","236","92","272","5.625","73","12.5","2",
"852366980","626523555","159312344","6188.72","63.799999999999955","2.855","74.0","39.5","265.0","7.5","51.06","971.0","300","152","89","8","1","0.5","63.799999999999955","2.855","229","88","274","5.75","74","12.375","2",
"852366981","626523559","159312760","6191.08","63.799999999999955","2.855","74.0","39.25","264.0","7.5","51.06","966.0","300","151","89","8","1","0.5","63.799999999999955","2.855","229","90","266","5.625","73","12.75","2",
"852366982","626523627","159313180","6193.56","63.799999999999955","2.855","74.0","39.5","264.0","7.5","51.06","961.0","300","152","89","8","1","0.5","63.799999999999955","2.855","235","90","268","5.75","74","12.5","2",
"852366983","626523730","159313646","6196.37","63.799999999999955","2.846","73.0","39.25","264.0","7.5","51.06","955.0","300","152","89","8","1","0.5","63.799999999999955","2.846","236","90","270","5.75","74","12.5","2",
"852366984","626523830","159314127","6199.25","63.799999999999955","2.827","74.0","39.5","265.0","7.68","50.96","941.0","300","152","89","8","1","0.5","63.799999999999955","2.827","230","90","270","5.875","75","12.25","2",
"852366985","626523882","159314598","6201.97","63.799999999999955","2.827","74.0","39.5","265.0","7.81","50.96","919.0","300","152","89","8","1","0.5","63.799999999999955","2.827","230","89","268","5.5","72","12.25","2",
"852366986","626523882","159315036","6204.46","63.799999999999955","2.827","75.0","39.5","265.0","7.9","50.96","916.0","300","152","89","8","1","0.5","63.799999999999955","2.827","238","88","268","5.625","73","12.125","2",
"852366987","626523925","159315509","6207.16","64.0","2.827","75.0","39.5","265.0","7.9","50.96","919.0","300","152","89","8","1","0.5","64.0","2.827","235","89","266","5.75","73","12.25","2",
"852366988","626523984","159316033","6210.16","64.0","2.827","73.0","39.5","265.0","7.81","50.96","917.0","300","151","89","8","1","0.5","64.0","2.827","241","89","270","5.75","73","12.25","2",
"852366989","626524006","159316498","6212.82","64.0","2.827","73.0","39.75","266.0","7.68","50.96","914.0","300","151","90","8","1","0.0","64.0","2.827","220","90","276","5.5","72","12.375","2",
"852366990","626524020","159316963","6215.46","64.0","2.827","72.2","39.5","265.0","7.59","50.87","921.0","300","150","89","8","1","0.5","64.0","2.827","224","89","276","5.375","71","12.375","2",
"852366991","626524038","159317439","6218.18","64.0","2.827","72.2","39.25","264.0","7.59","50.87","927.0","300","149","89","8","1","0.5","64.0","2.827","225","90","276","5.375","71","12.25","2",
"852366992","626524036","159317987","6221.29","64.0","2.827","72.2","39.25","264.0","7.59","50.87","928.0","300","149","89","8","1","0.5","64.0","2.827","222","90","278","5.375","71","12.25","2",
"852366993","626524060","159318515","6224.31","64.0","2.827","72.2","39.5","264.0","7.59","50.87","923.0","300","149","90","8","1","0.0","64.0","2.827","222","89","278","5.375","71","12.0","2",
"852366994","626524066","159319024","6227.2","63.799999999999955","2.837","72.2","39.5","265.0","7.59","50.87","924.0","300","149","90","8","1","0.0","63.799999999999955","2.837","221","89","278","5.375","71","12.0","2",
"852366995","626524069","159319505","6229.94","64.0","2.837","73.0","39.5","265.0","7.5","50.87","945.0","300","149","89","8","1","0.5","64.0","2.837","226","89","276","5.375","71","12.0","2",
"852366996","626524079","159320068","6233.15","63.799999999999955","2.837","73.0","39.5","264.0","7.5","50.96","959.0","300","149","89","8","1","0.5","63.799999999999955","2.837","232","89","274","5.5","71","12.0","2",
"852366997","626524076","159320577","6236.04","63.799999999999955","2.846","74.0","39.25","262.0","7.5","50.96","964.0","300","149","89","8","1","0.5","63.799999999999955","2.846","230","88","274","5.5","72","11.875","1",
"852366998","626524094","159321071","6238.86","63.60000000000002","2.855","75.0","39.0","262.0","7.5","50.96","969.0","300","148","89","8","1","0.0","63.60000000000002","2.855","226","89","274","5.625","73","11.875","1",
"852366999","626524121","159321548","6241.57","63.799999999999955","2.855","75.0","39.25","264.0","7.5","50.96","969.0","300","148","89","8","1","0.5","63.799999999999955","2.855","230","89","270","5.625","73","11.875","2",
"852367000","626524104","159321992","6244.1","63.60000000000002","2.846","75.0","39.25","265.0","7.5","50.96","969.0","300","148","89","8","1","0.0","63.60000000000002","2.846","232","90","270","5.75","73","12.125","1",
"852367001","626524103","159322403","6246.44","63.60000000000002","2.846","75.0","39.5","268.0","7.5","50.87","970.0","300","148","89","8","1","0.0","63.60000000000002","2.846","230","89","272","5.5","72","12.125","2",
"852367002","626524134","159322844","6248.96","63.39999999999998","2.837","74.0","39.5","268.0","7.5","50.87","961.0","300","148","89","8","1","0.0","63.39999999999998","2.837","229","88","274","5.625","73","12.125","2",
"852367003","626524148","159323320","6251.67","63.39999999999998","2.827","74.0","39.5","267.0","7.59","50.87","935.0","300","149","89","8","1","0.0","63.39999999999998","2.827","229","88","276","5.5","72","12.125","2",
"852367004","626524160","159323818","6254.5","63.39999999999998","2.818","74.0","39.5","267.0","7.81","50.87","905.0","300","149","89","8","1","0.0","63.39999999999998","2.818","229","88","272","5.5","72","12.125","2",
"852367005","626524208","159324308","6257.33","63.39999999999998","2.818","74.0","39.5","266.0","7.81","50.87","909.0","300","150","89","8","1","0.0","63.39999999999998","2.818","228","88","272","5.5","72","12.125","1",
"852367006","626524233","159324807","6260.18","63.200000000000045","2.818","74.0","39.5","267.0","7.81","50.87","917.0","300","149","89","8","1","0.0","63.200000000000045","2.818","236","88","270","5.5","72","12.125","2",
"852367007","626524269","159325345","6263.26","63.39999999999998","2.837","74.0","39.5","268.0","7.81","50.87","931.0","300","150","89","8","1","0.0","63.39999999999998","2.837","233","88","268","5.625","73","12.125","1",
"852367008","626524303","159325853","6266.16","63.200000000000045","2.846","74.0","39.5","268.0","7.68","50.87","938.0","300","150","89","8","1","0.0","63.200000000000045","2.846","230","88","268","5.625","73","12.125","1",
"852367009","626524319","159326313","6268.79","63.200000000000045","2.865","74.0","39.75","268.0","7.59","50.78","956.0","300","150","89","8","1","0.0","63.200000000000045","2.865","232","89","268","5.75","74","12.25","1",
"852367010","626524365","159326795","6271.55","63.0","2.865","74.0","39.5","267.0","7.5","50.78","976.0","300","150","89","8","1","0.0","63.0","2.865","240","89","270","5.75","74","12.25","1",
"852367011","626524396","159327312","6274.51","63.0","2.865","74.0","39.5","266.0","7.5","50.78","969.0","300","150","89","8","1","0.5","63.0","2.865","235","89","272","5.75","73","12.0","1",
"852367012","626524431","159327817","6277.4","63.0","2.865","74.0","39.5","265.0","7.5","50.78","965.0","300","150","89","8","1","0.5","63.0","2.865","226","89","272","5.625","73","12.0","1",
"852367013","626524480","159328325","6280.32","63.0","2.865","73.0","39.5","265.0","7.5","50.78","958.0","300","150","89","8","1","0.5","63.0","2.865","228","89","270","5.5","72","12.25","1",
"852367014","626524533","159328775","6282.92","63.0","2.874","73.0","39.5","265.0","7.4","50.78","958.0","300","150","89","8","1","0.5","63.0","2.874","238","90","266","5.625","73","12.625","1",
"852367015","626524561","159329218","6285.46","63.0","2.874","72.2","39.5","263.0","7.4","50.78","958.0","300","150","90","8","1","0.5","63.0","2.874","235","89","266","5.625","73","12.375","1",
"852367016","626524603","159329673","6288.07","63.0","2.874","73.0","39.75","265.0","7.4","50.78","963.0","300","149","90","8","1","0.0","63.0","2.874","239","91","268","5.5","73","12.125","1",
"852367017","626524618","159330103","6290.52","63.0","2.874","73.0","40.0","266.0","7.5","50.87","957.0","300","149","90","8","1","0.0","63.0","2.874","230","88","268","5.5","72","12.125","1",
"852367018","626524653","159330555","6293.09","63.0","2.865","75.0","39.75","267.0","7.59","50.87","951.0","300","150","89","8","1","0.5","63.0","2.865","228","90","272","5.375","71","12.0","1",
"852367019","626524647","159331034","6295.81","63.0","2.846","75.0","39.5","265.0","7.68","51.0","944.0","300","149","89","8","1","0.5","63.0","2.846","233","88","266","5.375","71","12.375","1",
"852367020","626524649","159331527","6298.61","62.799999999999955","2.837","75.0","39.5","265.0","7.9","51.0","920.0","300","149","89","8","1","0.5","62.799999999999955","2.837","233","88","266","5.375","71","12.375","1",
"852367021","626524664","159332037","6301.52","62.799999999999955","2.837","76.0","39.5","265.0","8.09","51.0","905.0","300","150","89","8","1","0.5","62.799999999999955","2.837","244","88","272","5.375","71","12.375","1",
"852367022","626524665","159332526","6304.3","62.799999999999955","2.837","77.0","39.5","265.0","8.09","51.0","909.0","300","150","89","8","1","0.5","62.799999999999955","2.837","244","88","260","6.0","76","12.0","1",
"852367023","626524667","159333031","6307.17","62.799999999999955","2.837","76.0","39.5","265.0","8.09","51.0","913.0","300","149","89","8","1","0.5","62.799999999999955","2.837","243","89","266","5.875","75","11.75","1",
"852367024","626524708","159333583","6310.32","62.799999999999955","2.837","76.0","39.5","266.0","8.09","51.0","923.0","300","149","89","8","1","0.0","62.799999999999955","2.837","249","90","270","5.75","74","12.0","1",
"852367025","626524747","159334130","6313.44","62.799999999999955","2.837","76.0","39.75","267.0","7.9","51.0","928.0","300","149","89","8","1","0.0","62.799999999999955","2.837","244","89","268","5.75","74","12.0","1",
"852367026","626524779","159334656","6316.45","62.60000000000002","2.846","73.0","40.25","268.0","7.68","51.09","933.0","300","150","89","8","1","0.5","62.60000000000002","2.846","237","88","266","5.625","73","12.125","1",
"852367027","626524812","159335159","6319.32","62.60000000000002","2.855","71.2","40.25","269.0","7.5","51.09","944.0","300","149","89","8","1","0.5","62.60000000000002","2.855","234","88","270","5.625","73","12.125","1",
"852367028","626524875","159335687","6322.36","62.60000000000002","2.855","71.2","40.25","269.0","7.4","51.0","956.0","300","149","89","8","1","0.5","62.60000000000002","2.855","235","89","270","5.625","73","12.125","1",
"852367029","626524937","159336160","6325.12","62.799999999999955","2.855","72.2","40.5","271.0","7.4","51.0","963.0","300","149","89","8","1","0.5","62.799999999999955","2.855","241","89","270","5.5","72","12.0","1",
"852367030","626525079","159336650","6328.14","62.799999999999955","2.855","73.0","39.75","269.0","7.4","51.0","968.0","300","149","89","8","1","0.5","62.799999999999955","2.855","239","89","272","5.5","72","12.0","1",
"852367031","626525153","159337149","6331.05","62.799999999999955","2.855","72.2","40.0","269.0","7.31","51.0","970.0","300","149","89","8","1","0.0","62.799999999999955","2.855","234","89","272","5.5","72","12.25","1",
"852367032","626525151","159337618","6333.72","63.0","2.855","72.2","40.0","269.0","7.31","51.0","968.0","300","149","89","8","1","0.5","63.0","2.855","229","88","276","5.625","72","12.25","1",
"852367033","626525197","159338058","6336.26","63.200000000000045","2.855","72.2","40.0","269.0","7.31","51.0","965.0","300","149","89","8","1","0.5","63.200000000000045","2.855","235","89","274","5.5","72","12.375","1",
"852367034","626525245","159338489","6338.74","63.200000000000045","2.855","74.0","40.0","269.0","7.4","51.0","968.0","300","150","89","8","1","0.5","63.200000000000045","2.855","232","90","272","5.5","72","12.375","1",
"852367035","626525282","159338915","6341.19","63.200000000000045","2.855","74.0","39.5","265.0","7.5","51.0","951.0","300","149","89","8","1","0.5","63.200000000000045","2.855","232","90","276","5.5","72","12.375","1",
"852367036","626525313","159339344","6343.65","63.200000000000045","2.846","73.0","39.5","263.0","7.59","51.0","930.0","300","149","90","8","1","0.5","63.200000000000045","2.846","225","89","268","5.5","72","12.625","1",
"852367037","626525329","159339828","6346.39","63.200000000000045","2.846","73.0","39.25","261.0","7.68","51.0","907.0","300","148","90","8","1","0.5","63.200000000000045","2.846","235","93","266","5.625","73","12.625","1",
