record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[SPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"852194170","626396849","159526680","54.17","53.799999999999955","2.641","75.0","39.5","266.0","8.68","49.84","861.0","300","110","89","25","1","0.0","53.799999999999955","2.641","279","88","268","5.875","65521","75","12.125",
"852194171","626396650","159526986","56.72","53.799999999999955","2.65","76.0","39.5","267.0","8.68","49.84","867.0","300","110","89","25","1","0.0","53.799999999999955","2.65","277","89","268","5.75","65521","74","12.125",
"852194172","626396433","159527258","59.26","53.799999999999955","2.631","77.0","39.5","268.0","8.59","49.75","880.0","300","112","88","25","1","0.5","53.799999999999955","2.631","264","88","268","5.75","65521","74","12.25",
"852194173","626396219","159527515","61.73","53.60000000000002","2.613","77.0","39.25","268.0","8.78","49.75","882.0","300","113","88","25","1","0.5","53.60000000000002","2.613","260","88","266","5.875","65521","75","12.375",
"852194174","626396005","159527760","64.17","53.60000000000002","2.575","81.0","39.75","271.0","8.87","49.75","878.0","300","113","88","25","1","0.5","53.60000000000002","2.575","257","88","264","6.0","65521","75","12.5",
"852194175","626395810","159527962","66.32","53.39999999999998","2.547","80.0","39.75","270.0","8.96","49.75","868.0","300","115","88","25","1","0.5","53.39999999999998","2.547","255","88","262","6.0","65521","76","12.625",
"852194176","626395648","159528157","68.18","53.60000000000002","2.519","79.0","39.75","269.0","9.15","49.65","842.0","300","116","88","25","1","0.5","53.60000000000002","2.519","255","88","262","6.0","65521","76","12.625",
"852194177","626395499","159528356","69.98","53.60000000000002","2.491","80.0","39.75","270.0","9.25","49.65","836.0","300","117","88","25","1","0.5","53.60000000000002","2.491","246","88","264","5.875","65521","75","12.0",
"852194178","626395311","159528591","72.18","53.799999999999955","2.454","80.0","39.5","268.0","9.37","49.75","827.0","300","118","88","25","1","0.5","53.799999999999955","2.454","246","88","272","5.875","65521","75","12.0",
"852194179","626395115","159528874","74.61","53.799999999999955","2.379","80.0","39.5","271.0","9.75","49.84","798.0","300","119","88","25","1","0.0","53.799999999999955","2.379","243","88","272","5.75","65521","73","12.0",
"852194180","626394918","159529145","77.01","54.0","2.351","81.0","40.25","278.0","9.75","49.84","788.0","300","120","86","25","1","0.5","54.0","2.351","244","88","268","5.75","65521","73","12.25",
"852194181","626394742","159529324","78.93","54.0","2.342","81.0","40.25","278.0","9.75","49.84","788.0","300","122","86","25","1","0.5","54.0","2.342","240","85","268","5.875","65521","74","12.25",
"852194182","626394637","159529439","80.06","54.200000000000045","2.323","0.0","0.0","0.0","0.0","0.0","0.0","300","122","0","25","1","0.0","54.200000000000045","2.323","238","85","266","5.875","65521","74","12.25",
"852194183","626394565","159529542","80.8","54.200000000000045","2.267","0.0","0.0","0.0","0.0","0.0","0.0","300","123","0","25","1","0.0","54.200000000000045","2.267","238","85","266","5.875","65521","74","12.25",
"852194184","626394491","159529619","81.41","54.200000000000045","2.202","0.0","0.0","0.0","0.0","0.0","0.0","300","123","0","25","1","0.0","54.200000000000045","2.202","118","50","254","6.5","65521","78","0.0",
"852194185","626394438","159529725","81.76","54.200000000000045","0.093","0.0","0.0","0.0","0.0","0.0","0.0","300","123","0","25","1","0.0","54.200000000000045","0.093","121","50","254","6.5","65521","78","0.0",
"852194186","626394398","159529834","81.8","54.200000000000045","0.009","0.0","0.0","0.0","0.0","0.0","0.0","300","123","0","25","1","0.0","54.200000000000045","0.009","121","57","254","0.0","65521","16","0.0",
"852194187","626394383","159529959","82.01","54.39999999999998","0.009","0.0","0.0","0.0","8.59","51.46","791.0","300","123","0","25","1","0.0","54.39999999999998","0.009","118","57","254","0.0","65521","16","0.0",
"852194188","626394353","159530038","82.53","54.39999999999998","0.009","68.2","47.25","343.0","8.59","51.46","791.0","300","123","81","25","1","0.5","54.39999999999998","0.009","0","0","0","0.0","65521","0","0.0",
"852194189","626394335","159530123","82.56","54.39999999999998","0.009","0.0","0.0","0.0","0.0","0.0","0.0","300","124","0","25","1","0.0","54.39999999999998","0.009","0","0","0","0.0","65521","0","0.0",
"852194190","626394313","159530095","82.56","54.39999999999998","0.009","0.0","0.0","0.0","0.0","0.0","0.0","300","124","0","25","1","0.0","54.39999999999998","0.009","0","0","0","0.0","65521","0","0.0",
"852194191","626394243","159530086","83.2","54.200000000000045","0.009","0.0","0.0","0.0","0.0","0.0","0.0","300","123","0","25","1","0.0","54.200000000000045","0.009","0","0","0","0.0","65521","0","0.0",
"852194192","626394161","159530062","83.2","54.0","0.0","0.0","0.0","0.0","8.59","51.46","791.0","300","123","0","25","1","0.0","54.0","0.0","0","0","0","0.0","65521","0","0.0",
"852194193","626394098","159530100","83.72","54.0","0.0","59.5","50.0","679.0","8.59","51.46","791.0","300","123","63","25","1","0.0","54.0","0.0","0","0","0","0.0","65521","0","0.0",
"852194194","626394071","159530146","83.9","54.0","0.009","59.5","50.0","679.0","8.59","51.46","791.0","300","123","63","25","1","0.0","54.0","0.009","0","0","0","0.0","65521","0","0.0",
"852194195","626394051","159530173","83.96","53.799999999999955","0.149","54.5","50.0","679.0","8.59","51.46","791.0","300","123","53","25","1","0.5","53.799999999999955","0.149","0","0","0","0.0","0","0","0.0",
"852194196","626394004","159530233","84.41","54.0","0.317","54.5","50.0","679.0","8.59","51.46","791.0","300","123","53","25","1","0.5","54.0","0.317","0","0","0","0.0","0","0","0.0",
"852194197","626393973","159530258","84.41","54.0","0.42","50.7","50.0","679.0","8.59","51.46","791.0","300","123","44","25","1","0.0","54.0","0.42","0","0","0","0.0","65521","0","0.0",
"852194198","626393955","159530296","84.41","54.200000000000045","0.476","50.7","50.0","679.0","8.59","51.46","791.0","300","123","44","24","1","0.0","54.200000000000045","0.476","0","0","0","0.0","65521","0","0.0",
"852194199","626393944","159530315","84.41","54.39999999999998","0.476","50.7","50.0","679.0","8.59","51.46","791.0","300","121","44","24","1","0.0","54.39999999999998","0.476","0","0","0","0.0","65521","0","0.0",
"852194200","626393940","159530339","84.41","54.39999999999998","0.047","50.7","50.0","679.0","8.59","51.46","791.0","300","120","44","24","1","0.0","54.39999999999998","0.047","0","0","0","0.0","65521","0","0.0",
"852194201","626393952","159530393","84.41","54.60000000000002","0.009","50.7","50.0","679.0","8.59","51.46","791.0","300","120","44","24","1","0.0","54.60000000000002","0.009","0","0","0","0.0","65521","0","0.0",
"852194202","626393940","159530449","84.55","54.60000000000002","0.009","50.7","50.0","679.0","8.59","51.46","791.0","300","120","44","24","1","0.0","54.60000000000002","0.009","0","0","0","0.0","65521","0","0.0",
"852194203","626393902","159530529","85.1","54.60000000000002","0.0","50.7","50.0","679.0","8.59","51.46","791.0","300","121","44","24","1","0.0","54.60000000000002","0.0","0","0","0","0.0","65521","0","0.0",
"852194204","626393868","159530674","85.92","54.39999999999998","0.0","50.7","50.0","679.0","8.59","51.46","791.0","300","119","44","24","1","0.0","54.39999999999998","0.0","0","0","0","0.0","65521","0","0.0",
"852194205","626393796","159530901","87.33","54.200000000000045","0.009","52.5","47.25","269.0","8.59","51.46","791.0","300","119","67","24","1","0.0","54.200000000000045","0.009","0","0","0","0.0","65521","0","0.0",
"852194206","626393689","159531189","89.25","54.0","0.037","52.5","47.25","269.0","9.84","50.78","762.0","300","119","67","24","1","0.0","54.0","0.037","0","0","0","0.0","65521","0","0.0",
"852194207","626393548","159531512","91.48","53.799999999999955","1.493","72.2","37.75","252.0","34.15","50.5","203.0","300","119","90","24","1","0.0","53.799999999999955","1.493","16","0","0","0.0","65521","16","0.0",
"852194208","626393406","159531740","93.32","53.799999999999955","1.894","72.2","37.75","252.0","20.68","50.31","646.0","300","118","90","24","1","0.0","53.799999999999955","1.894","41","93","68","0.0","65521","41","0.0",
"852194209","626393259","159531999","95.33","53.799999999999955","2.015","74.0","38.0","254.0","10.71","50.31","721.0","300","118","90","24","1","0.0","53.799999999999955","2.015","264","89","264","9.5","65521","105","13.25",
"852194210","626393117","159532265","97.34","53.799999999999955","2.239","74.0","38.0","254.0","10.71","50.31","729.0","300","118","90","24","1","0.0","53.799999999999955","2.239","241","90","264","5.5","65521","73","12.875",
"852194211","626392948","159532552","99.61","53.799999999999955","2.025","77.0","38.25","256.0","11.21","50.21","693.0","300","119","89","24","1","0.0","53.799999999999955","2.025","246","89","264","5.625","65521","73","13.0",
"852194212","626392770","159532854","102.0","53.799999999999955","2.239","77.0","38.5","257.0","11.21","50.21","693.0","300","119","89","24","1","0.0","53.799999999999955","2.239","253","89","258","5.625","65521","73","13.0",
"852194213","626392634","159533102","103.89","54.0","2.258","77.0","38.5","258.0","11.21","50.21","693.0","300","120","89","24","1","0.0","54.0","2.258","254","89","256","5.625","65521","73","13.0",
"852194214","626392511","159533332","105.63","54.0","2.258","77.0","38.75","262.0","11.21","50.21","693.0","300","121","88","24","1","0.0","54.0","2.258","248","88","258","6.25","65521","77","12.875",
"852194215","626392353","159533633","107.89","53.799999999999955","1.997","77.0","39.25","264.0","11.31","50.0","678.0","300","121","88","24","1","0.5","53.799999999999955","1.997","244","90","264","6.0","65521","75","12.5",
"852194216","626392171","159533934","110.3","53.799999999999955","1.997","77.0","39.25","264.0","11.21","49.87","681.0","300","121","88","24","1","0.5","53.799999999999955","1.997","248","87","266","6.0","65521","75","12.0",
"852194217","626392037","159534220","112.31","53.799999999999955","2.09","77.0","39.25","266.0","11.21","49.78","678.0","300","123","88","24","1","0.5","53.799999999999955","2.09","248","87","270","6.0","65521","75","12.0",
"852194218","626391889","159534486","114.29","53.799999999999955","2.165","78.0","39.25","265.0","11.21","49.78","678.0","300","124","88","24","1","0.5","53.799999999999955","2.165","247","88","268","5.875","0","75","12.125",
"852194219","626391705","159534712","116.42","53.60000000000002","2.165","77.0","39.5","265.0","11.21","49.68","676.0","300","124","89","24","1","0.0","53.60000000000002","2.165","246","88","264","5.875","65521","75","12.125",
"852194220","626391542","159534935","118.34","53.60000000000002","2.146","76.0","39.5","265.0","11.21","49.68","676.0","300","125","89","24","1","0.0","53.60000000000002","2.146","254","87","266","6.125","65521","76","12.375",
"852194221","626391370","159535194","120.49","53.39999999999998","2.127","76.0","39.25","264.0","11.03","49.59","685.0","300","125","89","24","1","0.0","53.39999999999998","2.127","254","87","266","6.125","65521","76","12.375",
"852194222","626391189","159535488","122.8","53.60000000000002","2.053","76.0","39.5","265.0","11.03","49.59","683.0","300","126","89","24","1","0.5","53.60000000000002","2.053","254","87","266","6.125","65521","76","12.375",
"852194223","626391002","159535796","125.24","53.39999999999998","2.053","76.0","39.5","265.0","11.03","49.59","674.0","300","127","89","24","1","0.5","53.39999999999998","2.053","254","87","266","6.125","65521","76","12.375",
"852194224","626390820","159536183","128.02","53.39999999999998","2.081","76.0","39.5","265.0","11.03","49.59","674.0","300","127","89","24","1","0.0","53.39999999999998","2.081","254","87","266","6.125","65521","76","12.375",
"852194225","626390631","159536665","131.28","53.200000000000045","2.09","75.0","39.25","262.0","11.03","49.59","674.0","300","127","89","24","1","0.5","53.200000000000045","2.09","247","87","266","6.125","65521","76","12.375",
"852194226","626390425","159537190","134.83","53.39999999999998","2.137","75.0","39.5","264.0","11.03","49.59","674.0","300","127","89","24","1","0.5","53.39999999999998","2.137","242","89","266","5.75","65521","74","12.5",
"852194227","626390232","159537647","137.96","53.200000000000045","2.202","75.0","39.5","265.0","10.81","49.59","691.0","300","128","89","24","1","0.5","53.200000000000045","2.202","248","90","264","5.75","65522","74","12.5",
"852194228","626390027","159538164","141.47","53.200000000000045","2.258","76.0","39.75","267.0","10.71","49.59","710.0","300","128","89","24","1","0.5","53.200000000000045","2.258","246","90","264","5.625","65521","74","12.5",
"852194229","626389872","159538643","144.55","53.200000000000045","2.295","77.0","39.75","268.0","10.71","49.59","710.0","300","129","89","24","1","0.0","53.200000000000045","2.295","246","90","264","5.625","65521","74","12.5",
"852194230","626389772","159539107","147.32","53.200000000000045","2.351","76.0","40.0","270.0","9.75","49.5","832.0","300","129","88","24","1","0.5","53.200000000000045","2.351","246","90","264","5.625","65521","74","12.5",
"852194231","626389743","159539662","150.45","53.0","2.454","76.0","39.75","269.0","9.56","49.5","837.0","300","130","88","24","1","0.5","53.0","2.454","241","87","262","6.125","65521","76","12.625",
"852194232","626389740","159540273","153.92","53.0","2.463","76.0","39.75","269.0","9.25","49.5","837.0","300","130","88","24","1","0.5","53.0","2.463","241","87","262","6.125","65521","76","12.625",
"852194233","626389814","159540868","157.32","53.0","2.706","77.0","39.5","269.0","9.25","49.4","841.0","300","130","88","24","1","0.5","53.0","2.706","231","88","268","5.875","65521","75","12.875",
"852194234","626389922","159541385","160.41","53.0","2.958","78.0","39.25","266.0","9.15","49.4","855.0","300","131","88","24","1","0.5","53.0","2.958","231","88","264","5.875","65521","75","12.875",
"852194235","626390082","159541855","163.44","53.0","2.958","78.0","39.5","267.0","8.87","49.4","886.0","300","130","89","24","1","0.0","53.0","2.958","231","89","264","5.875","65521","75","13.0",
"852194236","626390282","159542299","166.54","53.0","2.893","78.0","39.5","267.0","8.78","49.31","902.0","300","131","89","23","1","0.5","53.0","2.893","231","89","264","5.875","65521","75","13.0",
"852194237","626390420","159542740","169.36","53.200000000000045","2.893","78.0","39.75","268.0","8.46","49.31","957.0","300","131","89","23","1","0.0","53.200000000000045","2.893","235","88","260","6.0","65521","75","13.0",
"852194238","626390430","159543239","172.21","53.200000000000045","2.893","79.0","39.5","271.0","8.46","49.31","967.0","300","131","87","23","1","0.5","53.200000000000045","2.893","235","88","260","6.0","65521","76","13.375",
"852194239","626390353","159543720","175.03","53.200000000000045","2.855","79.0","39.75","272.0","8.28","49.31","962.0","300","132","87","23","1","0.5","53.200000000000045","2.855","225","88","274","6.125","65521","76","13.375",
"852194240","626390189","159544162","177.97","53.200000000000045","2.818","79.0","39.5","271.0","8.18","49.31","955.0","300","132","87","23","1","0.5","53.200000000000045","2.818","225","88","274","6.125","65521","76","12.375",
"852194241","626389997","159544583","180.96","53.39999999999998","2.799","79.0","39.5","272.0","8.18","49.21","954.0","300","132","87","23","1","0.5","53.39999999999998","2.799","222","86","274","5.75","65521","74","12.25",
"852194242","626389790","159545003","184.03","53.39999999999998","2.79","79.0","39.5","272.0","8.09","49.21","944.0","300","131","87","23","1","0.5","53.39999999999998","2.79","222","86","280","6.0","65521","74","12.125",
"852194243","626389560","159545364","187.0","53.39999999999998","2.79","76.0","39.75","273.0","8.09","49.21","937.0","300","132","87","23","1","0.5","53.39999999999998","2.79","227","86","278","6.0","65521","74","12.125",
"852194244","626389288","159545753","190.36","53.39999999999998","2.799","76.0","40.0","273.0","7.9","48.96","930.0","300","132","88","23","1","0.0","53.39999999999998","2.799","229","87","278","5.875","65521","74","12.0",
"852194245","626388981","159546129","193.93","53.39999999999998","2.809","75.0","40.0","272.0","7.9","48.96","923.0","300","132","88","23","1","0.0","53.39999999999998","2.809","229","88","278","5.75","65521","73","12.0",
"852194246","626388712","159546425","196.96","53.39999999999998","2.827","75.0","40.25","273.0","7.9","48.87","929.0","300","132","88","23","1","0.5","53.39999999999998","2.827","229","88","278","5.625","65521","72","12.25",
"852194247","626388447","159546684","199.83","53.60000000000002","2.837","76.0","40.0","275.0","7.9","48.87","952.0","300","132","87","23","1","0.0","53.60000000000002","2.837","235","92","280","5.625","65521","72","12.0",
"852194248","626388159","159546897","202.78","53.60000000000002","2.837","77.0","40.0","275.0","7.9","48.87","954.0","300","132","87","23","1","0.0","53.60000000000002","2.837","248","87","282","5.625","65522","72","12.0",
"852194249","626387831","159547101","206.06","53.60000000000002","2.827","76.0","39.75","273.0","7.9","48.87","944.0","300","132","87","23","1","0.5","53.60000000000002","2.827","248","86","280","5.625","65522","72","11.875",
"852194250","626387504","159547254","209.23","53.60000000000002","2.827","74.0","40.0","273.0","7.81","48.87","940.0","300","133","88","23","1","0.0","53.60000000000002","2.827","248","87","280","5.75","65522","73","12.0",
"852194251","626387059","159547400","213.45","53.799999999999955","2.855","73.0","40.0","273.0","7.68","48.78","937.0","300","133","88","23","1","0.0","53.799999999999955","2.855","252","88","278","5.875","65522","74","12.125",
"852194252","626386637","159547627","217.6","53.799999999999955","2.883","73.0","40.0","271.0","7.59","48.78","948.0","300","133","88","23","1","0.5","53.799999999999955","2.883","253","87","280","5.75","65522","73","12.125",
"852194253","626386101","159547997","223.0","54.0","2.948","73.0","40.0","271.0","7.5","48.78","959.0","300","133","88","23","1","0.5","54.0","2.948","253","89","280","5.625","65522","72","11.875",
"852194254","626385550","159548601","229.05","54.0","3.004","73.0","40.0","271.0","7.31","48.78","1069.0","300","133","88","23","1","0.5","54.0","3.004","254","89","280","5.625","65522","72","11.875",
"852194255","626385081","159549172","234.35","54.0","3.004","74.0","40.0","272.0","7.21","48.78","1062.0","300","133","88","23","1","0.5","54.0","3.004","253","87","280","5.625","65522","72","11.75",
"852194256","626384740","159549337","237.66","54.0","2.995","76.0","39.75","271.0","7.12","48.78","1071.0","300","133","88","23","1","0.5","54.0","2.995","255","88","274","5.625","65522","73","12.0",
"852194257","626384268","159549786","242.66","54.0","2.995","75.0","39.75","272.0","7.03","48.78","1058.0","300","133","88","23","1","0.0","54.0","2.995","266","88","278","5.75","65522","73","11.75",
"852194258","626383840","159550163","247.1","54.0","3.014","74.0","39.75","270.0","7.03","48.78","1052.0","300","133","88","23","1","0.5","54.0","3.014","266","87","278","5.625","65522","73","11.75",
"852194259","626383466","159550431","250.88","54.0","3.023","74.0","39.75","269.0","6.9","48.78","1038.0","300","133","89","23","1","0.0","54.0","3.023","262","87","278","5.75","65522","73","12.125",
"852194260","626383168","159550517","253.7","54.0","3.116","73.0","39.75","268.0","6.9","48.78","1040.0","300","133","89","23","1","0.0","54.0","3.116","258","89","278","5.5","65522","71","12.0",
"852194261","626382826","159550762","257.14","54.0","3.135","73.0","39.5","267.0","6.81","48.78","1043.0","300","133","89","23","1","0.0","54.0","3.135","257","89","276","5.375","65522","71","12.0",
"852194262","626382475","159551015","260.67","54.0","3.135","73.0","39.75","269.0","6.71","48.68","1074.0","300","133","88","23","1","0.5","54.0","3.135","257","89","276","5.375","65522","71","12.0",
"852194263","626382137","159551283","264.12","54.0","3.135","73.0","40.0","271.0","6.71","48.68","1071.0","300","133","88","23","1","0.5","54.0","3.135","262","88","276","5.5","65522","72","12.0",
"852194264","626381823","159551516","267.3","54.0","3.154","73.0","40.0","272.0","6.71","48.68","1072.0","300","133","88","23","1","0.5","54.0","3.154","262","88","276","5.5","65522","72","12.0",
"852194265","626381520","159551693","270.28","54.0","3.154","74.0","40.25","275.0","6.71","48.68","1076.0","300","134","88","23","1","0.0","54.0","3.154","252","88","278","5.625","65523","72","12.0",
"852194266","626381216","159551869","273.27","54.200000000000045","3.135","73.0","40.25","273.0","6.71","48.68","1061.0","300","134","88","23","1","0.5","54.200000000000045","3.135","252","88","278","5.625","65523","72","12.0",
"852194267","626380899","159552031","276.36","54.200000000000045","3.116","73.0","40.25","272.0","6.71","48.68","1049.0","300","134","89","23","1","0.0","54.200000000000045","3.116","252","87","282","5.625","65523","72","11.875",
"852194268","626380603","159552163","279.21","54.200000000000045","3.107","73.0","40.0","272.0","6.71","48.68","1049.0","300","134","88","23","1","0.5","54.200000000000045","3.107","247","89","284","5.5","65523","71","11.875",
"852194269","626380454","159551986","280.76","54.39999999999998","3.098","73.0","39.75","270.0","6.81","48.68","1046.0","300","134","88","23","1","0.5","54.39999999999998","3.098","251","89","278","5.625","65523","73","12.0",
"852194270","626380226","159551989","282.89","54.60000000000002","3.07","73.0","39.75","270.0","6.81","48.68","1041.0","300","134","88","23","1","0.5","54.60000000000002","3.07","263","89","276","5.625","65523","73","12.0",
"852194271","626379979","159551932","285.2","54.799999999999955","2.995","74.0","40.0","272.0","7.03","48.56","1035.0","300","135","88","22","1","0.0","54.799999999999955","2.995","257","87","280","5.625","65523","73","11.875",
"852194272","626379721","159551919","287.61","55.0","2.865","77.0","40.0","273.0","7.12","48.56","1010.0","300","135","88","22","1","0.0","55.0","2.865","258","87","280","5.625","65523","73","11.875",
"852194273","626379511","159551782","289.69","55.0","2.837","77.0","40.0","274.0","7.5","48.46","943.0","300","135","88","22","1","0.0","55.0","2.837","253","87","278","5.625","65523","72","12.125",
"852194274","626379257","159551695","292.11","55.0","2.818","77.0","40.0","275.0","7.5","48.46","943.0","300","136","87","22","1","0.0","55.0","2.818","253","86","278","5.75","65523","73","12.125",
"852194275","626378785","159551616","296.53","55.0","2.781","76.0","39.75","273.0","7.68","48.56","931.0","300","137","87","22","1","0.5","55.0","2.781","246","85","274","5.875","65523","74","12.5",
"852194276","626378405","159551597","300.08","54.799999999999955","2.771","76.0","40.0","273.0","7.9","48.56","911.0","300","136","87","22","1","0.5","54.799999999999955","2.771","244","87","276","6.0","65523","75","12.75",
"852194277","626378080","159551527","303.14","54.60000000000002","2.771","76.0","39.75","272.0","8.0","48.56","908.0","300","136","87","22","1","0.5","54.60000000000002","2.771","253","88","276","6.0","65523","75","12.625",
"852194278","626377793","159551435","305.86","54.60000000000002","2.874","76.0","39.75","272.0","8.0","48.56","910.0","300","136","87","22","1","0.5","54.60000000000002","2.874","256","89","280","5.75","65523","73","12.25",
"852194279","626377511","159551350","308.53","54.39999999999998","2.921","76.0","39.75","273.0","7.81","48.56","1016.0","300","136","87","22","1","0.5","54.39999999999998","2.921","250","88","280","5.75","65523","73","12.0",
"852194280","626377213","159551254","311.36","54.39999999999998","2.921","75.0","40.0","273.0","7.68","48.56","1020.0","300","135","87","22","1","0.5","54.39999999999998","2.921","256","88","276","5.625","65523","73","12.25",
"852194281","626376953","159551129","313.89","54.39999999999998","2.893","75.0","39.75","273.0","7.59","48.56","1013.0","300","135","87","22","1","0.5","54.39999999999998","2.893","248","87","276","5.875","65523","74","12.125",
"852194282","626376681","159551008","316.49","54.39999999999998","2.883","75.0","40.0","273.0","7.59","48.56","1000.0","300","136","87","22","1","0.5","54.39999999999998","2.883","246","88","278","5.75","65523","73","12.25",
"852194283","626376390","159550950","319.23","54.39999999999998","2.827","74.0","39.75","273.0","7.5","48.56","993.0","300","136","87","22","1","0.5","54.39999999999998","2.827","239","88","278","5.75","65523","73","12.375",
"852194284","626376089","159550876","322.07","54.39999999999998","2.827","74.0","39.75","272.0","7.59","48.56","966.0","300","136","87","22","1","0.5","54.39999999999998","2.827","234","86","280","5.625","65523","72","12.25",
