record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.vertical_ratio[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.stance_time_percent[percent],record.stance_time[ms],record.stance_time_balance[percent],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"856076594","626534578","159485631","5403.4","59.0","1.456","70.2","17.56","400.0","300","163","89","4","1","0.0","59.0","1.456","37.75","257.0","47.78","16","58","222","0.0","65380","16","0.0",
"856076595","626534513","159485192","5405.96","59.0","1.829","68.2","16.78","428.0","300","162","89","4","1","0.5","59.0","1.829","38.5","263.0","47.87","125","89","498","0.0","65380","41","7.375",
"856076596","626534437","159484801","5408.27","58.799999999999955","2.146","68.2","13.65","672.0","300","162","89","4","1","0.5","58.799999999999955","2.146","38.5","263.0","47.96","150","89","448","0.0","65380","41","7.375",
"856076597","626534388","159484410","5410.51","58.60000000000002","2.37","69.2","10.93","766.0","300","163","89","4","1","0.0","58.60000000000002","2.37","39.5","269.0","48.34","192","88","302","4.75","65380","66","13.5",
"856076598","626534338","159483998","5412.89","58.60000000000002","2.37","68.2","10.03","785.0","300","163","88","4","1","0.5","58.60000000000002","2.37","40.0","272.0","48.43","192","87","300","4.75","65380","65","13.5",
"856076599","626534239","159483486","5415.88","58.39999999999998","2.379","68.2","9.37","795.0","300","162","89","4","1","0.0","58.39999999999998","2.379","40.0","269.0","48.68","192","87","300","4.75","65380","65","13.5",
"856076600","626534131","159483019","5418.68","58.60000000000002","2.417","69.2","9.15","796.0","300","162","89","4","1","0.5","58.60000000000002","2.417","40.0","268.0","48.78","185","86","306","4.75","65380","65","13.0",
"856076601","626534070","159482586","5421.2","58.39999999999998","2.594","69.2","8.96","798.0","300","162","90","4","1","0.0","58.39999999999998","2.594","40.0","269.0","48.78","190","89","304","4.625","65380","65","13.0",
"856076602","626534013","159482117","5423.92","58.60000000000002","2.603","67.2","8.78","801.0","300","160","91","4","1","0.0","58.60000000000002","2.603","40.25","268.0","48.78","193","91","304","4.625","65380","65","12.625",
"856076603","626533952","159481632","5426.73","58.39999999999998","2.641","67.2","8.59","808.0","300","161","91","4","1","0.5","58.39999999999998","2.641","40.25","267.0","48.78","196","90","302","4.625","65380","65","13.0",
"856076604","626533912","159481167","5429.4","58.39999999999998","2.706","67.2","8.28","828.0","300","161","91","4","1","0.5","58.39999999999998","2.706","40.5","266.0","49.03","201","93","294","4.625","65380","66","12.875",
"856076605","626533894","159480757","5431.74","58.39999999999998","2.743","67.2","8.09","852.0","300","159","92","4","1","0.0","58.39999999999998","2.743","40.0","263.0","49.12","206","91","284","4.625","65380","66","13.125",
"856076606","626533843","159480359","5434.05","58.39999999999998","2.743","69.2","8.0","879.0","300","159","91","4","1","0.5","58.39999999999998","2.743","40.0","263.0","49.21","211","92","284","4.875","65380","67","13.0",
"856076607","626533867","159479966","5436.3","58.39999999999998","2.585","70.2","7.81","895.0","300","158","91","4","1","0.0","58.39999999999998","2.585","40.25","266.0","49.21","214","90","282","4.875","65380","68","13.0",
"856076608","626533872","159479581","5438.49","58.39999999999998","2.547","69.2","7.81","880.0","300","158","91","4","1","0.0","58.39999999999998","2.547","40.25","266.0","49.21","210","90","284","5.0","65380","68","12.875",
"856076609","626533807","159479105","5441.25","58.39999999999998","2.51","69.2","7.9","849.0","300","158","91","4","1","0.0","58.39999999999998","2.51","40.5","267.0","49.21","212","91","282","5.0","65380","68","13.0",
"856076610","626533755","159478638","5443.95","58.60000000000002","2.51","68.2","7.9","842.0","300","157","91","4","1","0.0","58.60000000000002","2.51","40.5","267.0","49.31","213","89","282","5.0","65380","68","12.875",
"856076611","626533714","159478150","5446.75","58.60000000000002","2.538","68.2","8.0","837.0","300","157","90","4","1","0.5","58.60000000000002","2.538","40.5","268.0","49.43","214","92","278","4.875","65380","68","12.875",
"856076612","626533660","159477726","5449.21","58.60000000000002","2.575","68.2","7.9","840.0","300","157","91","4","1","0.0","58.60000000000002","2.575","40.25","266.0","49.53","215","90","280","5.125","65380","69","13.0",
"856076613","626533609","159477290","5451.73","58.60000000000002","2.585","68.2","7.9","854.0","300","156","91","4","1","0.0","58.60000000000002","2.585","40.25","266.0","49.65","205","91","280","5.125","65380","69","13.25",
"856076614","626533561","159476853","5454.25","58.60000000000002","2.585","69.2","7.9","856.0","300","155","91","4","1","0.0","58.60000000000002","2.585","40.25","265.0","49.65","214","90","278","5.0","65380","69","13.125",
"856076615","626533542","159476430","5456.66","58.60000000000002","2.575","69.2","7.81","857.0","300","155","91","4","1","0.0","58.60000000000002","2.575","40.5","268.0","49.65","214","90","280","5.0","65380","69","13.0",
"856076616","626533514","159475981","5459.23","58.60000000000002","2.566","68.2","7.81","854.0","300","155","91","4","1","0.0","58.60000000000002","2.566","40.5","268.0","49.65","214","92","280","5.0","65380","69","12.875",
"856076617","626533485","159475506","5461.95","58.39999999999998","2.566","68.2","8.0","851.0","300","154","91","4","1","0.0","58.39999999999998","2.566","40.75","268.0","49.65","217","92","282","5.0","65380","69","12.875",
"856076618","626533434","159475047","5464.6","58.39999999999998","2.575","69.2","8.0","853.0","300","154","91","4","1","0.0","58.39999999999998","2.575","40.5","268.0","49.75","218","89","282","4.75","65380","67","13.0",
"856076619","626533417","159474599","5467.15","58.39999999999998","2.585","69.2","8.0","862.0","300","154","90","4","1","0.5","58.39999999999998","2.585","40.5","268.0","49.75","219","89","276","4.75","65380","67","13.0",
"856076620","626533371","159474159","5469.69","58.39999999999998","2.594","69.2","7.9","871.0","300","154","90","4","1","0.5","58.39999999999998","2.594","40.25","267.0","49.75","219","91","276","5.125","65380","69","13.0",
"856076621","626533310","159473674","5472.5","58.39999999999998","2.594","70.2","7.9","873.0","300","153","90","4","1","0.5","58.39999999999998","2.594","40.25","267.0","49.75","226","91","276","5.25","65380","71","12.875",
"856076622","626533274","159473263","5474.87","58.39999999999998","2.603","70.2","7.9","876.0","300","153","90","4","1","0.5","58.39999999999998","2.603","40.0","266.0","49.75","221","89","276","5.25","65380","70","13.125",
"856076623","626533270","159472821","5477.38","58.39999999999998","2.603","69.2","7.81","879.0","300","153","90","4","1","0.5","58.39999999999998","2.603","40.0","266.0","49.75","225","90","274","5.25","65380","70","13.25",
"856076624","626533228","159472410","5479.75","58.39999999999998","2.603","69.2","7.81","879.0","300","153","91","4","1","0.0","58.39999999999998","2.603","40.0","264.0","49.75","231","91","274","5.375","65380","71","13.125",
"856076625","626533226","159471928","5482.49","58.39999999999998","2.594","69.2","7.81","877.0","300","152","91","4","1","0.0","58.39999999999998","2.594","40.0","265.0","49.75","229","91","274","5.25","65380","71","12.875",
"856076626","626533199","159471460","5485.17","58.39999999999998","2.585","69.2","7.9","853.0","300","152","91","4","1","0.0","58.39999999999998","2.585","40.0","264.0","49.87","227","90","276","5.125","65380","70","12.875",
"856076627","626533162","159471012","5487.73","58.39999999999998","2.585","69.2","8.0","839.0","300","151","91","4","1","0.5","58.39999999999998","2.585","39.75","261.0","49.87","227","90","276","5.125","65380","70","12.875",
"856076628","626533103","159470577","5490.26","58.200000000000045","2.585","70.2","8.09","842.0","300","152","91","4","1","0.5","58.200000000000045","2.585","39.75","261.0","49.87","227","91","272","5.125","65380","70","13.25",
"856076629","626533065","159470106","5492.96","58.39999999999998","2.585","70.2","8.09","843.0","300","151","91","4","1","0.5","58.39999999999998","2.585","39.75","260.0","49.87","224","92","274","5.125","65380","70","13.125",
"856076630","626533088","159469633","5495.66","58.200000000000045","2.575","70.2","8.09","843.0","300","152","91","4","1","0.0","58.200000000000045","2.575","39.75","261.0","49.87","227","90","274","5.125","65380","70","13.375",
"856076631","626533104","159469160","5498.35","58.200000000000045","2.575","69.2","8.09","840.0","300","151","91","4","1","0.0","58.200000000000045","2.575","39.75","261.0","49.87","228","90","268","5.25","65380","71","13.125",
"856076632","626533089","159468643","5501.3","58.0","2.575","69.2","8.09","842.0","300","151","91","4","1","0.0","58.0","2.575","39.75","261.0","49.75","225","91","270","5.375","0","71","13.25",
"856076633","626533077","159468145","5504.13","58.200000000000045","2.585","69.2","8.09","842.0","300","150","91","4","1","0.0","58.200000000000045","2.585","40.0","264.0","49.75","223","91","270","5.375","65380","71","12.75",
"856076634","626533101","159467658","5506.91","58.0","2.594","69.2","8.0","849.0","300","150","91","4","1","0.0","58.0","2.594","40.0","263.0","49.75","223","91","276","5.375","65380","71","12.75",
"856076635","626533066","159467217","5509.44","58.200000000000045","2.603","69.2","7.9","862.0","300","150","91","4","1","0.5","58.200000000000045","2.603","39.75","261.0","49.75","228","91","268","5.25","65380","71","13.375",
"856076636","626533025","159466763","5512.05","58.200000000000045","2.603","69.2","7.9","864.0","300","151","91","4","1","0.5","58.200000000000045","2.603","39.5","260.0","49.75","228","91","266","5.25","65380","71","13.375",
"856076637","626533001","159466285","5514.78","58.39999999999998","2.613","69.2","7.81","871.0","300","152","91","4","1","0.5","58.39999999999998","2.613","39.5","260.0","49.75","231","91","262","5.25","65380","71","13.375",
"856076638","626532985","159465768","5517.73","58.200000000000045","2.613","69.2","7.81","877.0","300","152","91","4","1","0.5","58.200000000000045","2.613","39.5","260.0","49.75","231","91","262","5.25","65380","71","13.375",
"856076639","626532971","159465352","5520.09","58.39999999999998","2.622","69.2","7.81","880.0","300","151","91","4","1","0.5","58.39999999999998","2.622","39.5","260.0","49.84","222","91","268","5.25","65380","71","13.375",
"856076640","626532961","159464916","5522.58","58.200000000000045","2.622","69.2","7.68","885.0","300","151","91","4","1","0.0","58.200000000000045","2.622","39.75","261.0","49.84","217","91","270","5.25","65380","71","13.125",
"856076641","626532919","159464437","5525.33","58.200000000000045","2.622","69.2","7.68","886.0","300","150","91","4","1","0.5","58.200000000000045","2.622","39.75","261.0","49.84","217","91","270","5.25","65380","71","13.25",
"856076642","626532879","159463909","5528.35","58.200000000000045","2.622","69.2","7.68","886.0","300","150","91","4","1","0.0","58.200000000000045","2.622","39.75","262.0","49.84","217","91","270","5.25","65380","70","13.125",
"856076643","626532818","159463426","5531.16","58.200000000000045","2.631","69.2","7.68","880.0","300","149","91","4","1","0.0","58.200000000000045","2.631","39.5","261.0","49.84","224","91","268","5.25","65380","70","13.375",
"856076644","626532783","159462981","5533.71","58.200000000000045","2.641","69.2","7.68","884.0","300","149","91","4","1","0.0","58.200000000000045","2.641","39.75","262.0","49.84","223","90","268","5.25","65380","71","13.25",
"856076645","626532743","159462554","5536.16","58.200000000000045","2.659","69.2","7.59","894.0","300","149","91","4","1","0.0","58.200000000000045","2.659","39.75","262.0","49.84","225","90","270","5.25","65380","71","13.25",
"856076646","626532690","159462047","5539.09","58.200000000000045","2.659","69.2","7.59","906.0","300","148","91","4","1","0.0","58.200000000000045","2.659","40.0","264.0","49.84","218","91","268","5.375","65380","71","13.125",
"856076647","626532657","159461589","5541.71","58.200000000000045","2.659","68.2","7.4","904.0","300","149","91","4","1","0.0","58.200000000000045","2.659","40.25","265.0","49.84","222","91","270","5.375","65380","71","13.125",
"856076648","626532593","159461046","5544.86","58.200000000000045","2.659","68.2","7.5","902.0","300","149","91","4","1","0.5","58.200000000000045","2.659","40.25","264.0","49.84","221","91","268","5.375","65380","71","13.125",
"856076649","626532597","159460600","5547.4","58.200000000000045","2.669","68.2","7.5","903.0","300","148","91","4","1","0.5","58.200000000000045","2.669","40.25","264.0","49.84","226","91","264","5.375","65380","72","13.375",
"856076650","626532600","159460153","5549.93","58.200000000000045","2.687","68.2","7.31","911.0","300","148","91","4","1","0.5","58.200000000000045","2.687","40.25","264.0","49.84","222","91","268","5.375","65380","72","13.0",
"856076651","626532547","159459616","5553.03","58.200000000000045","2.687","68.2","7.31","918.0","300","147","91","4","1","0.0","58.200000000000045","2.687","40.5","265.0","49.84","224","92","270","5.25","65380","71","13.0",
"856076652","626532582","159459122","5555.85","58.200000000000045","2.687","68.2","7.31","917.0","300","146","91","4","1","0.5","58.200000000000045","2.687","40.0","263.0","49.93","223","90","270","5.25","65380","71","13.125",
"856076653","626532569","159458658","5558.5","58.200000000000045","2.706","68.2","7.31","925.0","300","145","91","4","1","0.0","58.200000000000045","2.706","40.0","263.0","50.03","225","92","270","5.25","65380","71","13.0",
"856076654","626532524","159458141","5561.46","58.200000000000045","2.706","69.2","7.31","926.0","300","145","91","4","1","0.0","58.200000000000045","2.706","40.25","265.0","50.03","225","91","264","5.25","65380","71","13.5",
"856076655","626532484","159457650","5564.29","58.200000000000045","2.706","69.2","7.31","920.0","300","144","91","4","1","0.0","58.200000000000045","2.706","40.25","265.0","50.03","227","90","264","5.5","65380","72","13.5",
"856076656","626532428","159457161","5567.09","58.200000000000045","2.725","69.2","7.21","922.0","300","144","91","4","1","0.5","58.200000000000045","2.725","40.5","265.0","50.03","229","93","264","5.375","65380","72","13.375",
"856076657","626532440","159456693","5569.76","58.200000000000045","2.734","68.2","7.12","925.0","300","143","91","4","1","0.5","58.200000000000045","2.734","40.5","266.0","50.12","230","91","272","5.375","65380","72","12.75",
"856076658","626532442","159456265","5572.2","58.200000000000045","2.734","67.2","7.21","928.0","300","143","91","4","1","0.5","58.200000000000045","2.734","40.25","264.0","50.12","229","91","272","5.375","65380","72","12.75",
"856076659","626532428","159455853","5574.54","58.0","2.734","68.2","7.12","929.0","300","143","91","4","1","0.5","58.0","2.734","40.0","263.0","50.03","229","91","272","5.125","65380","70","12.5",
"856076660","626532453","159455479","5576.68","58.0","2.725","68.2","7.12","929.0","300","143","91","4","1","0.5","58.0","2.725","40.0","261.0","50.03","229","91","266","5.125","65380","70","12.5",
"856076661","626532446","159455026","5579.26","57.799999999999955","2.725","69.2","7.31","910.0","300","143","91","4","1","0.5","57.799999999999955","2.725","39.75","261.0","50.03","229","90","266","5.125","65380","70","13.0",
"856076662","626532426","159454571","5581.86","58.0","2.715","69.2","7.4","895.0","300","143","91","4","1","0.5","58.0","2.715","40.25","263.0","50.03","227","90","266","5.5","65380","72","13.125",
"856076663","626532370","159454091","5584.63","57.799999999999955","2.706","68.2","7.4","886.0","300","143","91","4","1","0.5","57.799999999999955","2.706","40.0","263.0","50.03","220","91","272","5.25","65380","70","13.0",
"856076664","626532286","159453602","5587.51","58.0","2.706","68.2","7.59","871.0","300","143","91","4","1","0.5","58.0","2.706","40.0","264.0","49.93","223","91","274","5.25","65380","70","13.0",
"856076665","626532227","159453138","5590.21","57.799999999999955","2.706","68.2","7.68","866.0","300","143","91","4","1","0.5","57.799999999999955","2.706","40.25","265.0","49.93","220","90","274","5.0","65380","69","12.625",
"856076666","626532158","159452673","5592.92","58.0","2.706","68.2","7.59","867.0","300","143","91","4","1","0.5","58.0","2.706","40.25","264.0","49.93","221","90","278","5.0","65380","69","12.625",
"856076667","626532131","159452136","5595.99","58.0","2.697","68.2","7.59","867.0","300","144","91","4","1","0.5","58.0","2.697","40.0","263.0","49.93","216","92","278","4.875","65380","68","12.5",
"856076668","626532079","159451639","5598.84","58.0","2.697","68.2","7.59","870.0","300","145","91","4","1","0.5","58.0","2.697","40.25","264.0","49.93","218","92","282","4.75","65380","67","12.25",
"856076669","626532041","159451133","5601.74","58.0","2.706","67.2","7.59","873.0","300","145","91","4","1","0.5","58.0","2.706","40.0","263.0","49.84","214","90","280","4.75","65380","67","12.5",
"856076670","626532015","159450714","5604.14","58.0","2.715","67.2","7.5","880.0","300","145","91","4","1","0.5","58.0","2.715","40.5","264.0","49.84","217","91","280","4.875","65380","68","12.625",
"856076671","626532002","159450258","5606.73","58.0","2.715","68.2","7.5","880.0","300","145","92","4","1","0.0","58.0","2.715","40.25","263.0","49.84","216","91","276","4.875","65380","68","13.0",
"856076672","626531952","159449821","5609.26","58.0","2.706","69.2","7.5","880.0","300","146","92","4","1","0.0","58.0","2.706","40.0","261.0","49.84","219","90","274","5.125","65380","69","13.0",
"856076673","626531929","159449323","5612.09","58.0","2.706","69.2","7.59","875.0","300","146","92","4","1","0.0","58.0","2.706","40.0","261.0","49.75","220","92","268","5.0","65380","69","13.25",
"856076674","626531908","159448896","5614.53","57.799999999999955","2.697","69.2","7.81","874.0","300","147","92","4","1","0.0","57.799999999999955","2.697","40.0","260.0","49.84","225","91","268","5.25","65380","71","13.0",
"856076675","626531882","159448434","5617.17","57.799999999999955","2.697","69.2","7.81","869.0","300","147","92","4","1","0.0","57.799999999999955","2.697","40.25","262.0","49.96","222","92","272","5.125","65380","70","12.875",
"856076676","626531850","159447963","5619.87","57.799999999999955","2.687","68.2","7.81","854.0","300","147","92","4","1","0.0","57.799999999999955","2.687","40.25","261.0","50.06","221","92","272","5.125","65380","70","12.875",
"856076677","626531805","159447464","5622.73","57.799999999999955","2.687","68.2","7.81","852.0","300","146","92","4","1","0.0","57.799999999999955","2.687","40.25","261.0","50.06","223","93","272","5.125","65380","70","13.0",
"856076678","626531798","159446989","5625.43","57.799999999999955","2.687","68.2","7.81","844.0","300","146","93","4","1","0.0","57.799999999999955","2.687","40.25","261.0","50.15","221","93","272","5.125","65380","70","13.125",
"856076679","626531743","159446481","5628.35","57.799999999999955","2.687","68.2","7.9","847.0","300","145","92","4","1","0.5","57.799999999999955","2.687","40.25","260.0","50.28","223","92","264","5.125","65380","70","13.875",
"856076680","626531749","159446040","5630.86","57.799999999999955","2.687","69.2","7.9","856.0","300","146","92","4","1","0.5","57.799999999999955","2.687","40.0","260.0","50.28","220","93","264","5.125","65380","70","13.75",
"856076681","626531688","159445556","5633.68","57.799999999999955","2.687","69.2","7.81","865.0","300","146","92","4","1","0.0","57.799999999999955","2.687","40.25","261.0","50.28","230","92","262","5.25","65380","71","13.375",
"856076682","626531644","159445058","5636.54","57.799999999999955","2.687","69.2","7.68","876.0","300","146","92","4","1","0.0","57.799999999999955","2.687","40.0","262.0","50.28","230","92","262","5.25","65380","71","13.375",
"856076683","626531598","159444572","5639.34","57.799999999999955","2.687","68.2","7.59","878.0","300","147","92","4","1","0.0","57.799999999999955","2.687","39.75","260.0","50.28","230","91","268","5.25","65380","71","13.0",
"856076684","626531556","159444095","5642.08","57.60000000000002","2.687","68.2","7.59","878.0","300","147","92","4","1","0.0","57.60000000000002","2.687","40.0","260.0","50.28","229","91","268","5.25","65380","71","12.875",
"856076685","626531509","159443612","5644.86","57.60000000000002","2.697","67.2","7.5","879.0","300","147","92","4","1","0.0","57.60000000000002","2.697","40.0","260.0","50.28","229","92","268","5.25","65380","71","13.125",
"856076686","626531467","159443144","5647.55","57.60000000000002","2.697","67.2","7.4","887.0","300","146","92","4","1","0.0","57.60000000000002","2.697","40.0","260.0","50.28","226","92","268","5.25","65380","71","13.0",
"856076687","626531445","159442676","5650.22","57.60000000000002","2.697","67.2","7.4","888.0","300","146","92","4","1","0.0","57.60000000000002","2.697","40.0","260.0","50.28","225","92","268","5.125","65380","70","12.875",
"856076688","626531452","159442194","5652.96","57.60000000000002","2.697","67.2","7.4","888.0","300","146","92","4","1","0.0","57.60000000000002","2.697","40.0","260.0","50.28","231","92","268","5.25","65380","71","13.125",
"856076689","626531422","159441717","5655.69","57.60000000000002","2.697","68.2","7.4","888.0","300","145","92","4","1","0.0","57.60000000000002","2.697","40.0","260.0","50.28","232","92","266","5.25","65380","71","13.125",
"856076690","626531376","159441193","5658.7","57.60000000000002","2.697","68.2","7.4","883.0","300","145","92","4","1","0.0","57.60000000000002","2.697","40.0","260.0","50.28","233","91","266","5.25","65380","71","13.125",
"856076691","626531357","159440651","5661.79","57.60000000000002","2.697","67.2","7.4","883.0","300","147","92","4","1","0.5","57.60000000000002","2.697","40.0","259.0","50.28","235","92","264","5.25","65380","71","13.125",
"856076692","626531339","159440093","5664.97","57.799999999999955","2.706","68.2","7.68","863.0","300","146","92","4","1","0.5","57.799999999999955","2.706","40.0","259.0","50.28","239","92","258","5.375","65380","72","13.375",
"856076693","626531308","159439530","5668.18","57.799999999999955","2.715","68.2","7.68","863.0","300","146","92","4","1","0.5","57.799999999999955","2.715","40.0","260.0","50.28","238","93","258","5.25","65380","72","13.375",
"856076694","626531259","159439017","5671.14","58.0","2.725","68.2","7.59","891.0","300","147","92","4","1","0.5","58.0","2.725","39.75","259.0","50.28","241","93","258","5.25","65380","72","12.875",
"856076695","626531222","159438552","5673.8","58.0","2.734","68.2","7.5","890.0","300","147","92","4","1","0.5","58.0","2.734","39.75","259.0","50.28","237","93","262","5.125","65380","71","12.875",
"856076696","626531173","159438156","5676.1","58.0","2.734","67.2","7.5","898.0","300","147","92","4","1","0.5","58.0","2.734","39.75","258.0","50.28","238","92","262","5.125","65380","71","12.75",
"856076697","626531126","159437699","5678.74","58.0","2.734","68.2","7.4","911.0","300","147","92","4","1","0.5","58.0","2.734","40.0","260.0","50.28","233","90","266","5.0","65380","70","12.75",
"856076698","626531051","159437263","5681.31","58.0","2.734","68.2","7.21","916.0","300","146","92","4","1","0.5","58.0","2.734","40.0","260.0","50.28","232","92","268","5.0","65380","70","12.75",
"856076699","626531039","159436737","5684.3","58.0","2.734","67.2","7.21","916.0","300","146","93","4","1","0.0","58.0","2.734","39.75","257.0","50.28","234","93","268","5.125","65380","70","12.875",
"856076700","626531031","159436197","5687.37","58.0","2.734","67.2","7.21","916.0","300","146","93","4","1","0.0","58.0","2.734","39.5","256.0","50.28","234","93","266","5.125","65380","70","12.875",
"856076701","626530966","159435677","5690.39","58.0","2.734","67.2","7.4","883.0","300","145","93","4","1","0.0","58.0","2.734","39.75","256.0","50.28","233","93","266","5.0","65380","69","13.0",
"856076702","626530921","159435199","5693.13","57.799999999999955","2.753","67.2","7.4","869.0","300","145","93","4","1","0.0","57.799999999999955","2.753","40.0","257.0","50.28","233","93","264","5.0","65380","69","13.0",
"856076703","626530865","159434718","5695.92","57.799999999999955","2.762","67.2","7.4","869.0","300","145","93","4","1","0.0","57.799999999999955","2.762","40.0","257.0","50.28","235","93","262","5.0","65380","70","13.25",
"856076704","626530834","159434218","5698.78","57.799999999999955","2.762","67.2","7.21","906.0","300","145","93","4","1","0.0","57.799999999999955","2.762","40.0","257.0","50.18","239","92","258","5.125","65380","71","13.5",
"856076705","626530771","159433748","5701.51","57.799999999999955","2.762","67.2","7.21","909.0","300","146","93","4","1","0.0","57.799999999999955","2.762","40.0","257.0","50.18","231","92","258","5.25","65380","72","13.625",
"856076706","626530756","159433285","5704.15","57.799999999999955","2.762","66.2","7.21","909.0","300","148","93","4","1","0.0","57.799999999999955","2.762","40.25","260.0","50.18","228","91","262","5.25","65380","71","13.625",
"856076707","626530704","159432809","5706.89","57.799999999999955","2.762","66.2","7.21","911.0","300","148","93","4","1","0.0","57.799999999999955","2.762","40.25","260.0","50.18","228","94","264","5.125","65380","71","13.5",
"856076708","626530676","159432406","5709.19","57.799999999999955","2.762","66.2","7.21","911.0","300","146","93","4","1","0.0","57.799999999999955","2.762","40.0","259.0","50.18","230","92","264","5.125","65380","70","13.25",
"856076709","626530656","159432005","5711.48","57.799999999999955","2.762","67.2","7.21","911.0","300","146","92","4","1","0.5","57.799999999999955","2.762","39.75","257.0","50.18","230","92","264","5.0","65380","70","13.125",
"856076710","626530603","159431564","5714.03","57.799999999999955","2.743","67.2","7.31","906.0","300","146","92","4","1","0.5","57.799999999999955","2.743","39.75","257.0","50.09","227","91","266","5.0","65380","70","13.25",
"856076711","626530576","159431088","5716.75","57.799999999999955","2.725","67.2","7.31","906.0","300","146","92","4","1","0.5","57.799999999999955","2.725","39.75","257.0","50.09","226","93","266","5.125","65380","70","13.125",
"856076712","626530502","159430622","5719.49","57.799999999999955","2.725","67.2","7.31","906.0","300","145","92","4","1","0.5","57.799999999999955","2.725","40.0","258.0","50.09","226","93","268","5.125","65380","70","13.25",
"856076713","626530444","159430172","5722.1","57.799999999999955","2.725","67.2","7.31","906.0","300","145","92","4","1","0.5","57.799999999999955","2.725","40.0","259.0","50.09","226","93","264","5.125","65380","70","13.25",
"856076714","626530439","159429708","5724.74","57.799999999999955","2.725","67.2","7.59","854.0","300","146","92","4","1","0.5","57.799999999999955","2.725","40.0","259.0","50.09","223","92","264","5.125","65380","70","13.5",
"856076715","626530413","159429204","5727.61","57.799999999999955","2.715","67.2","7.59","857.0","300","146","92","4","1","0.5","57.799999999999955","2.715","40.0","260.0","50.09","223","93","262","5.125","65380","71","13.5",
"856076716","626530372","159428758","5730.17","57.799999999999955","2.715","67.2","7.59","851.0","300","145","92","4","1","0.5","57.799999999999955","2.715","40.25","261.0","50.09","221","90","262","5.125","65380","70","13.5",
"856076717","626530382","159428300","5732.78","57.799999999999955","2.715","66.2","7.68","853.0","300","145","92","4","1","0.5","57.799999999999955","2.715","40.25","261.0","50.09","222","93","264","5.25","65380","71","13.25",
"856076718","626530368","159427850","5735.34","58.0","2.706","67.2","7.68","858.0","300","146","92","4","1","0.0","58.0","2.706","39.75","259.0","50.09","221","92","268","5.0","65380","69","13.0",
"856076719","626530374","159427351","5738.17","58.0","2.706","68.2","7.68","855.0","300","145","92","4","1","0.0","58.0","2.706","40.25","262.0","50.21","222","92","270","5.0","65380","69","13.0",
"856076720","626530315","159426835","5741.16","58.0","2.697","68.2","7.68","858.0","300","145","92","4","1","0.0","58.0","2.697","40.25","263.0","50.21","216","91","270","5.25","65380","71","13.0",
"856076721","626530321","159426226","5744.62","58.0","2.697","69.2","7.81","856.0","300","145","91","4","1","0.5","58.0","2.697","40.0","262.0","50.31","216","91","270","5.125","65380","70","12.875",
"856076722","626530313","159425706","5747.58","57.799999999999955","2.706","69.2","7.59","869.0","300","145","91","4","1","0.5","57.799999999999955","2.706","40.0","263.0","50.43","217","91","274","5.125","65380","70","12.625",
"856076723","626530265","159425225","5750.35","57.799999999999955","2.706","68.2","7.31","954.0","300","146","91","4","1","0.5","57.799999999999955","2.706","40.0","263.0","50.43","216","91","274","5.125","65380","70","12.75",
"856076724","626530252","159424754","5753.04","57.60000000000002","2.715","67.2","7.21","960.0","300","146","91","4","1","0.5","57.60000000000002","2.715","40.0","262.0","50.43","215","90","276","5.125","65380","70","12.75",
"856076725","626530248","159424269","5755.79","57.60000000000002","2.715","66.2","7.12","951.0","300","146","91","4","1","0.0","57.60000000000002","2.715","40.0","264.0","50.31","213","91","276","5.125","65380","70","12.625",
"856076726","626530200","159423773","5758.65","57.60000000000002","2.715","67.2","7.21","942.0","300","147","91","4","1","0.0","57.60000000000002","2.715","40.25","264.0","50.31","215","91","280","5.125","65380","69","12.625",
"856076727","626530182","159423379","5760.9","57.60000000000002","2.715","67.2","7.21","935.0","300","147","91","4","1","0.5","57.60000000000002","2.715","40.0","262.0","50.31","218","90","278","5.125","65380","69","12.375",
"856076728","626530154","159422944","5763.39","57.60000000000002","2.715","67.2","7.21","918.0","300","147","91","4","1","0.5","57.60000000000002","2.715","40.25","262.0","50.31","219","90","274","5.0","65380","69","12.5",
"856076729","626530127","159422446","5766.23","57.60000000000002","2.687","67.2","7.5","796.0","300","147","92","4","1","0.0","57.60000000000002","2.687","40.0","261.0","50.31","219","92","274","5.125","65380","69","12.625",
"856076730","626530118","159421948","5769.06","57.60000000000002","2.678","67.2","7.59","812.0","300","147","92","4","1","0.0","57.60000000000002","2.678","40.0","261.0","50.43","223","92","272","5.125","65380","70","12.875",
"856076731","626530068","159421447","5771.95","57.60000000000002","2.678","67.2","7.59","812.0","300","147","92","4","1","0.0","57.60000000000002","2.678","40.0","260.0","50.43","224","92","272","5.0","65380","69","12.75",
