record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.vertical_ratio[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.stance_time_percent[percent],record.stance_time[ms],record.stance_time_balance[percent],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"856077218","626536800","159531675","7332.75","58.200000000000045","4.068","69.2","5.34","1232.0","300","164","98","4","1","0.0","58.200000000000045","4.068","37.0","225.0","49.5","339","98","206","5.75","65380","79","13.5",
"856077219","626536837","159532395","7336.85","58.0","4.068","69.2","5.34","1233.0","300","164","98","4","1","0.0","58.0","4.068","36.75","224.0","49.4","342","98","208","5.75","65380","78","13.375",
"856077220","626536873","159533102","7340.88","58.0","4.068","69.2","5.34","1233.0","300","164","98","4","1","0.0","58.0","4.068","36.75","224.0","49.4","342","97","208","5.75","65380","78","13.25",
"856077221","626536850","159533876","7345.29","58.200000000000045","4.078","69.2","5.34","1239.0","300","165","98","4","1","0.0","58.200000000000045","4.078","36.0","219.0","49.5","340","97","208","5.75","65380","78","13.375",
"856077222","626536843","159534683","7349.88","58.200000000000045","4.078","68.2","5.34","1237.0","300","165","98","4","1","0.0","58.200000000000045","4.078","35.75","217.0","49.59","342","98","208","5.75","65380","78","13.375",
"856077223","626536882","159535453","7354.28","58.200000000000045","4.087","68.2","5.34","1237.0","300","165","98","4","1","0.0","58.200000000000045","4.087","36.0","218.0","49.59","347","98","204","5.75","65380","79","13.5",
"856077224","626536870","159536231","7358.7","58.39999999999998","4.106","68.2","5.34","1241.0","300","166","98","4","1","0.5","58.39999999999998","4.106","36.0","218.0","49.68","349","98","202","5.75","65380","79","13.5",
"856077225","626536892","159536960","7362.85","58.39999999999998","4.115","69.2","5.34","1267.0","300","165","98","4","1","0.5","58.39999999999998","4.115","35.5","216.0","49.9","346","98","202","5.75","65380","79","13.5",
"856077226","626536905","159537657","7366.82","58.39999999999998","4.133","69.2","5.25","1274.0","300","166","98","4","1","0.0","58.39999999999998","4.133","35.5","217.0","49.9","344","97","204","5.75","65380","79","13.375",
"856077227","626536888","159538380","7370.93","58.39999999999998","4.133","69.2","5.25","1296.0","300","166","98","4","1","0.0","58.39999999999998","4.133","35.5","217.0","49.9","344","98","206","5.75","65380","79","13.25",
"856077228","626536993","159539106","7375.16","58.200000000000045","4.133","69.2","5.15","1299.0","300","166","97","4","1","0.5","58.200000000000045","4.133","35.25","216.0","49.9","342","97","206","5.75","65380","79","13.5",
"856077229","626536974","159539821","7379.22","58.39999999999998","4.133","69.2","5.15","1292.0","300","166","97","4","1","0.5","58.39999999999998","4.133","35.25","216.0","49.81","341","97","206","5.75","65380","79","13.5",
"856077230","626536943","159540538","7383.31","58.200000000000045","4.143","68.2","5.15","1291.0","300","166","98","4","1","0.0","58.200000000000045","4.143","34.75","212.0","49.81","340","96","208","5.875","65380","79","13.375",
"856077231","626537039","159541263","7387.51","58.0","4.143","68.2","5.06","1287.0","300","166","98","4","1","0.0","58.0","4.143","34.5","211.0","49.71","339","99","208","5.75","65380","79","13.25",
"856077232","626537091","159542004","7391.75","58.200000000000045","4.143","68.2","5.06","1287.0","300","167","98","4","1","0.0","58.200000000000045","4.143","35.0","214.0","49.71","339","99","208","5.75","65380","79","13.25",
"856077233","626537085","159542727","7395.87","58.200000000000045","4.143","68.2","5.15","1279.0","300","168","98","4","1","0.0","58.200000000000045","4.143","35.0","214.0","49.71","341","99","208","5.75","65380","79","13.25",
"856077234","626537398","159543485","7400.81","58.200000000000045","4.143","69.2","5.15","1278.0","300","167","98","4","1","0.0","58.200000000000045","4.143","35.25","214.0","49.71","339","99","206","5.75","65380","79","13.25",
"856077235","626537405","159544212","7404.95","58.39999999999998","4.143","69.2","5.15","1280.0","300","168","98","4","1","0.0","58.39999999999998","4.143","35.25","215.0","49.71","334","97","206","5.75","65380","78","13.25",
"856077236","626537387","159544928","7409.02","58.200000000000045","4.161","69.2","5.15","1284.0","300","167","97","4","1","0.5","58.200000000000045","4.161","35.0","214.0","49.71","329","97","206","5.75","65380","78","13.25",
"856077237","626537567","159545630","7413.29","58.39999999999998","4.161","69.2","5.15","1291.0","300","169","97","4","1","0.5","58.39999999999998","4.161","34.5","211.0","49.71","332","97","204","5.75","65380","78","13.25",
"856077238","626537487","159546338","7417.36","58.39999999999998","4.171","69.2","5.15","1295.0","300","167","97","4","1","0.5","58.39999999999998","4.171","34.25","211.0","49.71","332","97","202","5.875","65380","79","14.0",
"856077239","626537801","159547064","7422.16","58.39999999999998","4.171","68.2","5.06","1291.0","300","169","97","4","1","0.5","58.39999999999998","4.171","34.75","213.0","49.71","336","97","202","5.875","65380","79","14.0",
"856077240","626537784","159547769","7426.17","58.60000000000002","4.171","68.2","5.06","1294.0","300","167","97","4","1","0.5","58.60000000000002","4.171","34.75","213.0","49.62","334","97","202","5.875","65380","80","13.875",
"856077241","626537794","159548487","7430.25","58.39999999999998","4.18","68.2","5.06","1298.0","300","168","97","4","1","0.5","58.39999999999998","4.18","34.5","213.0","49.62","335","97","204","6.0","65380","80","13.625",
"856077242","626537880","159549144","7434.06","58.60000000000002","4.18","69.2","5.06","1300.0","300","168","96","4","1","0.5","58.60000000000002","4.18","34.25","212.0","49.62","331","97","208","5.875","65380","79","13.25",
"856077243","626537853","159549838","7438.01","58.60000000000002","4.18","69.2","5.06","1289.0","300","168","97","4","1","0.0","58.60000000000002","4.18","34.25","212.0","49.62","330","97","208","5.875","65380","79","13.25",
"856077244","626537884","159550479","7441.67","58.39999999999998","4.171","68.2","5.06","1281.0","300","169","97","4","1","0.5","58.39999999999998","4.171","34.25","210.0","49.62","324","97","208","5.875","65380","79","13.5",
"856077245","626537928","159551181","7445.68","58.60000000000002","4.161","68.2","5.15","1277.0","300","168","97","4","1","0.5","58.60000000000002","4.161","34.25","210.0","49.62","324","97","208","5.875","65380","79","13.5",
"856077246","626537906","159551882","7449.66","58.39999999999998","4.152","68.2","5.15","1277.0","300","170","97","4","1","0.0","58.39999999999998","4.152","34.25","211.0","49.62","330","98","208","5.75","65380","79","13.375",
"856077247","626537991","159552588","7453.75","58.200000000000045","4.152","69.2","5.25","1254.0","300","169","97","4","1","0.5","58.200000000000045","4.152","34.5","212.0","49.62","332","97","206","5.75","65380","79","13.375",
"856077248","626538065","159553348","7458.13","58.39999999999998","4.152","68.2","5.25","1245.0","300","169","97","4","1","0.5","58.39999999999998","4.152","35.0","214.0","49.62","329","97","206","5.875","65380","79","13.625",
"856077249","626538046","159554064","7462.2","58.200000000000045","4.143","68.2","5.25","1246.0","300","169","97","4","1","0.5","58.200000000000045","4.143","35.0","214.0","49.62","331","97","204","5.875","65380","80","14.0",
"856077250","626538184","159554808","7466.58","58.39999999999998","4.152","68.2","5.25","1249.0","300","169","97","4","1","0.5","58.39999999999998","4.152","35.25","215.0","49.71","332","97","204","6.0","65380","80","14.125",
"856077251","626538151","159555555","7470.83","58.60000000000002","4.152","68.2","5.15","1263.0","300","170","97","4","1","0.0","58.60000000000002","4.152","35.25","217.0","49.71","334","97","204","5.875","65380","80","14.125",
"856077252","626538129","159556264","7474.85","58.39999999999998","4.152","68.2","5.15","1266.0","300","169","97","4","1","0.0","58.39999999999998","4.152","35.5","218.0","49.71","338","97","202","5.875","65380","80","14.0",
"856077253","626538117","159556972","7478.88","58.60000000000002","4.152","68.2","5.15","1269.0","300","170","97","3","1","0.5","58.60000000000002","4.152","35.5","217.0","49.81","338","97","202","5.875","65380","80","14.0",
"856077254","626538090","159557663","7482.8","58.39999999999998","4.152","68.2","5.15","1276.0","300","169","97","3","1","0.0","58.39999999999998","4.152","35.25","217.0","49.81","335","97","202","5.875","65380","79","13.5",
"856077255","626538113","159558334","7486.62","58.39999999999998","4.152","68.2","5.15","1274.0","300","170","97","3","1","0.5","58.39999999999998","4.152","35.5","218.0","49.81","333","97","208","5.75","65380","79","13.375",
"856077256","626538201","159559073","7490.9","58.39999999999998","4.152","68.2","5.15","1270.0","300","170","97","3","1","0.5","58.39999999999998","4.152","35.5","217.0","49.9","334","98","208","5.75","65380","79","13.5",
"856077257","626538252","159559766","7494.86","58.39999999999998","4.143","68.2","5.15","1270.0","300","169","97","3","1","0.5","58.39999999999998","4.143","36.0","221.0","49.9","333","97","208","5.75","65380","78","13.625",
"856077258","626538342","159560480","7498.99","58.39999999999998","4.143","68.2","5.15","1269.0","300","169","97","3","1","0.5","58.39999999999998","4.143","36.0","222.0","49.78","336","97","206","5.875","65380","79","13.625",
"856077259","626538396","159561180","7503.0","58.60000000000002","4.143","68.2","5.15","1260.0","300","169","97","3","1","0.5","58.60000000000002","4.143","35.75","219.0","49.78","331","97","206","5.75","65380","79","13.875",
"856077260","626538449","159561863","7506.92","58.39999999999998","4.143","68.2","5.15","1251.0","300","170","98","3","1","0.0","58.39999999999998","4.143","35.5","218.0","49.78","332","97","206","5.875","65380","79","14.0",
"856077261","626538490","159562609","7511.17","58.60000000000002","4.133","68.2","5.15","1251.0","300","169","98","3","1","0.0","58.60000000000002","4.133","35.0","214.0","49.78","336","97","206","5.875","65380","79","14.0",
"856077262","626538547","159563351","7515.43","58.60000000000002","4.133","68.2","5.15","1254.0","300","170","98","3","1","0.0","58.60000000000002","4.133","34.75","214.0","49.78","344","97","206","5.875","65380","79","13.375",
"856077263","626538610","159564062","7519.51","58.39999999999998","4.133","68.2","5.15","1256.0","300","169","98","3","1","0.0","58.39999999999998","4.133","34.75","214.0","49.68","343","97","206","5.875","65380","79","13.375",
"856077264","626538687","159564843","7524.01","58.60000000000002","4.133","68.2","5.15","1260.0","300","169","97","3","1","0.5","58.60000000000002","4.133","34.75","214.0","49.59","343","98","206","5.625","65380","78","13.25",
"856077265","626538662","159565542","7527.98","58.39999999999998","4.143","68.2","5.15","1266.0","300","170","97","3","1","0.5","58.39999999999998","4.143","34.75","214.0","49.59","343","98","206","5.625","65380","78","13.25",
"856077266","626538674","159566247","7531.99","58.60000000000002","4.143","68.2","5.15","1267.0","300","169","97","3","1","0.5","58.60000000000002","4.143","34.75","213.0","49.59","340","97","208","5.875","65381","79","13.625",
"856077267","626538686","159566971","7536.11","58.60000000000002","4.143","69.2","5.15","1278.0","300","170","97","3","1","0.0","58.60000000000002","4.143","34.75","213.0","49.59","345","96","206","5.875","65381","79","13.625",
"856077268","626538631","159567682","7540.17","58.60000000000002","4.143","69.2","5.15","1285.0","300","169","97","3","1","0.0","58.60000000000002","4.143","34.75","213.0","49.59","337","96","210","5.875","65381","79","13.625",
"856077269","626538746","159568469","7544.76","58.60000000000002","4.143","69.2","5.15","1276.0","300","169","97","3","1","0.0","58.60000000000002","4.143","34.75","213.0","49.59","333","96","210","5.875","65381","79","13.875",
"856077270","626538947","159569228","7549.4","58.799999999999955","4.143","85.7","5.25","1302.0","300","169","95","3","1","0.5","58.799999999999955","4.143","34.25","214.0","49.5","340","96","208","5.875","65381","79","13.625",
"856077271","626539232","159569896","7553.91","58.799999999999955","4.152","85.7","5.56","1472.0","300","170","95","3","1","0.5","58.799999999999955","4.152","34.25","214.0","49.37","346","97","210","5.875","65381","79","13.375",
"856077272","626539598","159570365","7557.89","58.799999999999955","4.152","89.7","5.56","1527.0","300","169","81","3","1","0.5","58.799999999999955","4.152","35.5","246.0","49.28","346","92","212","5.875","65381","79","13.125",
"856077273","626539696","159570747","7560.23","58.799999999999955","4.152","82.0","5.15","1585.0","300","169","79","3","1","0.0","58.799999999999955","4.152","37.25","268.0","49.28","333","87","218","6.625","65381","83","13.375",
"856077274","626539810","159570964","7561.7","59.200000000000045","3.994","64.2","4.78","1716.0","300","168","77","3","1","0.5","59.200000000000045","3.994","37.0","275.0","49.37","302","81","232","7.25","65381","86","13.75",
"856077275","626539846","159571156","7562.83","59.200000000000045","3.219","55.5","4.56","1716.0","300","169","64","3","1","0.5","59.200000000000045","3.219","38.0","305.0","49.37","262","70","232","7.75","65381","87","14.375",
"856077276","626539867","159571407","7564.26","59.39999999999998","1.81","55.5","4.37","1699.0","300","169","64","3","1","0.5","59.39999999999998","1.81","38.0","305.0","49.37","240","56","250","7.75","65381","87","0.0",
"856077277","626539898","159571548","7565.11","59.60000000000002","1.325","56.5","4.28","1677.0","300","168","51","3","1","0.0","59.60000000000002","1.325","49.5","617.0","49.5","133","50","256","0.0","65381","16","0.0",
"856077278","626539957","159571704","7566.13","59.60000000000002","1.176","52.5","4.18","1564.0","300","167","48","3","1","0.0","59.60000000000002","1.176","48.75","601.0","49.5","101","46","264","0.0","65381","16","0.0",
"856077279","626540220","159571899","7567.46","59.60000000000002","1.241","52.5","4.28","616.0","300","168","48","3","1","0.0","59.60000000000002","1.241","48.75","601.0","49.62","93","46","1210","0.0","65381","16","0.0",
"856077280","626540270","159572056","7568.34","59.60000000000002","1.241","33.0","4.37","613.0","300","166","51","3","1","0.5","59.60000000000002","1.241","44.5","543.0","49.75","85","46","1228","0.0","65381","16","0.0",
"856077281","626540425","159572160","7569.55","59.60000000000002","1.241","34.0","4.28","1334.0","300","167","51","3","1","0.5","59.60000000000002","1.241","42.75","528.0","50.09","83","46","1228","0.0","65381","16","0.0",
"856077282","626540508","159572410","7571.08","59.60000000000002","1.54","56.5","4.87","987.0","300","165","61","3","1","0.5","59.60000000000002","1.54","42.5","292.0","50.53","80","45","1264","0.0","65381","16","0.0",
"856077283","626540546","159572751","7573.05","59.799999999999955","1.54","73.0","7.21","471.0","300","165","74","3","1","0.0","59.799999999999955","1.54","41.25","277.0","50.53","80","45","1264","0.0","65381","16","0.0",
"856077284","626540555","159573111","7575.11","59.60000000000002","1.717","74.0","13.84","564.0","300","165","88","3","1","0.5","59.60000000000002","1.717","39.75","259.0","50.31","88","85","1174","0.0","65381","41","0.0",
"856077285","626540589","159573429","7576.94","59.60000000000002","1.95","74.0","13.06","595.0","300","165","88","3","1","0.5","59.60000000000002","1.95","39.5","262.0","50.31","100","88","1072","0.0","65381","41","0.0",
"856077286","626540604","159573887","7579.53","59.60000000000002","2.127","74.0","12.37","633.0","300","163","88","3","1","0.0","59.60000000000002","2.127","39.25","264.0","50.18","100","88","1072","0.0","65381","41","0.0",
"856077287","626540622","159574363","7582.24","59.39999999999998","2.146","74.0","11.81","654.0","300","164","88","3","1","0.5","59.39999999999998","2.146","39.5","266.0","50.18","197","88","300","7.5","65381","41","12.875",
"856077288","626540641","159574809","7584.79","59.39999999999998","2.37","73.0","11.81","654.0","300","164","88","3","1","0.5","59.39999999999998","2.37","39.25","264.0","50.18","202","88","296","5.125","65381","68","12.75",
"856077289","626540694","159575325","7587.77","59.200000000000045","2.575","72.2","11.03","819.0","300","163","89","3","1","0.0","59.200000000000045","2.575","39.25","264.0","50.18","206","88","296","5.125","65381","68","12.75",
"856077290","626540649","159575852","7590.77","59.200000000000045","2.585","72.2","9.37","861.0","300","162","89","3","1","0.5","59.200000000000045","2.585","39.5","264.0","50.18","215","91","296","5.125","65381","69","12.75",
"856077291","626540636","159576353","7593.62","59.0","2.678","71.2","9.37","861.0","300","163","89","3","1","0.5","59.0","2.678","39.5","264.0","50.18","216","91","284","5.125","65381","69","12.75",
"856077292","626540674","159576750","7595.91","59.200000000000045","2.734","70.2","8.68","872.0","300","162","89","3","1","0.5","59.200000000000045","2.734","39.5","264.0","50.09","223","90","282","5.0","65381","69","12.5",
"856077293","626540678","159577141","7598.12","59.0","2.734","70.2","8.28","896.0","300","162","89","3","1","0.5","59.0","2.734","39.5","264.0","50.09","228","90","282","5.125","65381","69","12.125",
"856077294","626540693","159577548","7600.44","59.200000000000045","2.725","70.2","7.9","907.0","300","161","90","3","1","0.0","59.200000000000045","2.725","39.5","263.0","50.09","226","90","282","5.125","65381","69","12.25",
"856077295","626540751","159577971","7602.89","59.0","2.669","70.2","7.9","909.0","300","161","90","3","1","0.0","59.0","2.669","39.5","263.0","50.09","222","89","280","5.125","65381","69","12.375",
"856077296","626540765","159578456","7605.66","59.0","2.641","70.2","7.68","911.0","300","160","90","3","1","0.0","59.0","2.641","39.75","265.0","50.09","226","91","280","5.125","65381","70","12.625",
"856077297","626540754","159578976","7608.62","58.799999999999955","2.641","70.2","7.81","907.0","300","160","90","3","1","0.0","58.799999999999955","2.641","39.75","265.0","50.09","225","91","274","5.125","65381","70","12.625",
"856077298","626540700","159579494","7611.6","59.0","2.641","71.2","8.09","874.0","300","160","90","3","1","0.0","59.0","2.641","39.25","261.0","50.09","227","90","274","5.25","65381","70","12.75",
"856077299","626540713","159579903","7613.92","58.799999999999955","2.659","73.0","8.09","874.0","300","160","90","3","1","0.0","58.799999999999955","2.659","39.5","261.0","50.09","229","90","276","5.375","65381","71","12.625",
"856077300","626540764","159580356","7616.54","59.0","2.669","73.0","8.0","889.0","300","159","90","3","1","0.0","59.0","2.669","39.5","262.0","50.18","230","89","272","5.375","65381","71","12.75",
"856077301","626540781","159580737","7618.71","58.799999999999955","2.669","73.0","7.9","888.0","300","160","90","3","1","0.0","58.799999999999955","2.669","39.5","262.0","50.18","228","89","272","5.375","65381","71","12.75",
"856077302","626540815","159581142","7621.03","59.0","2.659","72.2","7.9","884.0","300","158","90","3","1","0.5","59.0","2.659","39.5","261.0","50.18","228","90","272","5.375","65381","72","12.75",
"856077303","626540839","159581614","7623.72","58.799999999999955","2.65","71.2","7.9","882.0","300","159","91","3","1","0.0","58.799999999999955","2.65","39.25","258.0","50.18","226","92","266","5.5","65381","72","13.125",
"856077304","626540848","159582067","7626.3","59.0","2.65","72.2","7.9","882.0","300","158","91","3","1","0.0","59.0","2.65","39.0","257.0","50.18","225","94","266","5.375","65381","72","13.125",
"856077305","626540805","159582543","7629.03","59.0","2.65","72.2","8.09","875.0","300","157","91","3","1","0.0","59.0","2.65","39.0","257.0","50.18","224","94","266","5.375","65381","72","13.125",
"856077306","626540777","159583055","7631.95","59.0","2.65","75.0","8.18","890.0","300","157","89","3","1","0.5","59.0","2.65","38.5","257.0","50.18","218","91","270","5.375","65381","72","13.125",
"856077307","626540782","159583470","7634.19","58.799999999999955","2.641","75.0","8.18","896.0","300","156","89","3","1","0.5","58.799999999999955","2.641","38.5","257.0","50.06","219","91","272","5.25","65381","71","13.125",
"856077308","626540690","159583916","7636.81","58.799999999999955","2.641","75.0","8.18","896.0","300","156","88","3","1","0.5","58.799999999999955","2.641","38.5","260.0","50.06","215","88","272","5.375","65381","71","12.75",
"856077309","626540586","159584226","7638.78","58.799999999999955","2.641","75.0","8.18","894.0","300","156","88","3","1","0.5","58.799999999999955","2.641","38.5","259.0","49.96","218","88","276","5.625","65380","73","12.5",
"856077310","626540316","159584514","7641.79","58.799999999999955","2.641","75.0","8.18","893.0","300","155","88","3","1","0.5","58.799999999999955","2.641","38.5","259.0","49.96","219","89","280","5.5","65380","72","12.125",
"856077311","626540155","159584843","7644.17","58.799999999999955","2.641","73.0","8.18","890.0","300","155","89","3","1","0.0","58.799999999999955","2.641","39.0","262.0","50.06","221","89","276","5.5","65381","71","12.375",
"856077312","626540023","159585218","7646.59","58.799999999999955","2.631","73.0","8.09","889.0","300","156","89","3","1","0.0","58.799999999999955","2.631","39.25","264.0","50.06","227","91","272","5.5","65381","72","12.5",
"856077313","626539840","159585619","7649.42","58.799999999999955","2.631","73.0","8.0","886.0","300","154","89","3","1","0.0","58.799999999999955","2.631","39.25","264.0","50.15","227","91","272","5.5","65381","72","12.5",
"856077314","626539608","159585974","7652.38","58.799999999999955","2.622","72.2","8.0","886.0","300","155","89","3","1","0.5","58.799999999999955","2.622","39.5","265.0","50.15","230","90","272","5.5","65381","72","12.5",
"856077315","626539458","159586291","7654.63","58.799999999999955","2.613","72.2","8.0","877.0","300","154","89","3","1","0.5","58.799999999999955","2.613","39.75","266.0","50.25","230","90","272","5.5","65381","72","12.5",
"856077316","626539237","159586566","7657.21","58.799999999999955","2.613","72.2","8.09","874.0","300","154","89","3","1","0.5","58.799999999999955","2.613","39.75","266.0","50.12","231","88","270","5.625","65381","73","12.875",
"856077317","626539035","159586893","7659.84","58.60000000000002","2.603","72.2","8.09","875.0","300","154","89","3","1","0.5","58.60000000000002","2.603","39.25","262.0","50.12","238","90","270","5.625","65381","73","12.75",
"856077318","626538787","159587379","7663.41","58.60000000000002","2.603","72.2","8.09","870.0","300","153","89","3","1","0.5","58.60000000000002","2.603","39.5","264.0","50.12","238","90","274","5.375","65381","72","12.375",
"856077319","626538586","159587691","7665.96","58.60000000000002","2.603","72.2","8.09","865.0","300","154","89","3","1","0.5","58.60000000000002","2.603","39.5","264.0","50.12","238","88","276","5.5","65381","72","12.125",
"856077320","626538370","159587973","7668.52","58.60000000000002","2.622","71.2","8.09","862.0","300","153","89","3","1","0.5","58.60000000000002","2.622","39.5","265.0","50.12","238","90","272","5.375","65381","71","12.25",
"856077321","626538125","159588242","7671.26","58.799999999999955","2.631","71.2","8.09","871.0","300","153","90","3","1","0.0","58.799999999999955","2.631","39.5","263.0","50.12","242","89","272","5.5","65381","72","12.125",
"856077322","626537886","159588518","7673.98","58.799999999999955","2.631","72.2","8.0","878.0","300","152","90","3","1","0.0","58.799999999999955","2.631","39.5","263.0","50.12","242","90","270","5.375","65381","72","12.125",
"856077323","626537612","159588821","7677.06","58.799999999999955","2.631","72.2","8.0","880.0","300","153","90","3","1","0.0","58.799999999999955","2.631","39.25","261.0","50.21","243","90","270","5.5","65381","72","12.375",
"856077324","626537353","159589205","7680.29","58.799999999999955","2.631","72.2","8.0","883.0","300","152","90","3","1","0.0","58.799999999999955","2.631","39.5","262.0","50.21","246","91","266","5.5","65381","72","12.375",
"856077325","626537102","159589600","7683.52","58.799999999999955","2.65","71.2","7.9","883.0","300","153","90","3","1","0.5","58.799999999999955","2.65","40.0","264.0","50.31","250","91","266","5.5","65381","72","12.375",
"856077326","626536864","159589983","7686.63","58.799999999999955","2.669","71.2","7.68","907.0","300","152","90","3","1","0.0","58.799999999999955","2.669","39.5","262.0","50.43","247","91","266","5.5","65381","72","12.375",
"856077327","626536623","159590365","7689.75","58.799999999999955","2.687","71.2","7.59","926.0","300","152","90","3","1","0.0","58.799999999999955","2.687","39.5","261.0","50.43","243","90","268","5.5","65381","72","12.5",
"856077328","626536392","159590824","7693.13","58.799999999999955","2.697","71.2","7.59","942.0","300","151","90","3","1","0.0","58.799999999999955","2.697","39.5","262.0","50.43","241","91","268","5.375","65381","72","12.5",
"856077329","626536217","159591368","7696.58","58.799999999999955","2.706","71.2","7.5","947.0","300","151","90","3","1","0.0","58.799999999999955","2.706","39.5","263.0","50.43","239","90","266","5.5","65381","73","12.75",
"856077330","626536063","159591798","7699.4","58.799999999999955","2.725","72.2","7.4","953.0","300","151","90","3","1","0.0","58.799999999999955","2.725","39.75","264.0","50.43","236","89","266","5.625","65381","73","12.625",
"856077331","626535919","159592241","7702.21","58.799999999999955","2.734","72.2","7.4","959.0","300","151","90","4","1","0.0","58.799999999999955","2.734","39.5","262.0","50.31","236","89","266","5.625","65381","73","12.625",
"856077332","626535778","159592645","7704.82","58.799999999999955","2.743","72.2","7.21","963.0","300","151","90","4","1","0.0","58.799999999999955","2.743","39.25","261.0","50.31","232","89","262","5.625","65381","73","13.0",
"856077333","626535620","159592984","7707.24","58.799999999999955","2.734","71.2","7.21","951.0","300","151","90","4","1","0.5","58.799999999999955","2.734","39.5","261.0","50.31","228","92","270","5.375","65381","71","12.25",
"856077334","626535455","159593455","7710.3","58.60000000000002","2.725","70.2","7.21","951.0","300","150","90","4","1","0.5","58.60000000000002","2.725","39.5","262.0","50.31","229","90","270","5.375","65381","72","12.125",
"856077335","626535263","159593839","7713.12","58.60000000000002","2.725","70.2","7.4","919.0","300","150","90","4","1","0.5","58.60000000000002","2.725","39.25","261.0","50.21","229","91","270","5.375","65381","72","12.125",
"856077336","626535032","159594224","7716.2","58.799999999999955","2.725","70.2","7.5","899.0","300","150","90","4","1","0.5","58.799999999999955","2.725","39.5","262.0","50.12","228","90","272","5.25","65380","71","12.0",
"856077337","626534803","159594518","7718.86","58.60000000000002","2.725","70.2","7.5","899.0","300","150","90","4","1","0.5","58.60000000000002","2.725","39.75","264.0","50.12","228","90","272","5.25","65380","71","12.0",
"856077338","626534539","159594918","7722.16","58.799999999999955","2.725","72.2","7.68","903.0","300","150","90","4","1","0.0","58.799999999999955","2.725","39.5","263.0","50.21","229","90","274","5.25","65381","71","12.125",
"856077339","626534243","159595297","7725.6","58.799999999999955","2.734","74.0","7.81","908.0","300","150","90","4","1","0.0","58.799999999999955","2.734","39.0","260.0","50.31","229","88","268","5.375","65381","71","12.75",
"856077340","626533903","159595607","7729.21","59.0","2.743","74.0","8.0","905.0","300","150","90","4","1","0.0","59.0","2.743","39.0","260.0","50.31","237","90","268","5.5","65381","72","12.375",
"856077341","626533564","159595929","7732.82","58.799999999999955","2.771","76.0","7.81","941.0","300","151","90","4","1","0.0","58.799999999999955","2.771","38.75","257.0","50.31","247","90","268","5.75","65381","74","11.875",
"856077342","626533182","159596239","7736.72","58.799999999999955","2.799","75.0","7.68","961.0","300","150","90","4","1","0.0","58.799999999999955","2.799","38.75","258.0","50.31","246","90","254","5.625","65381","73","13.0",
"856077343","626532833","159596315","7740.0","58.799999999999955","2.809","75.0","7.68","974.0","300","151","90","4","1","0.5","58.799999999999955","2.809","38.75","257.0","50.31","254","91","256","5.875","65381","75","12.5",
"856077344","626532459","159596348","7743.49","58.799999999999955","2.846","75.0","7.31","1005.0","300","150","90","4","1","0.5","58.799999999999955","2.846","39.25","257.0","50.21","254","92","258","5.75","65381","75","12.25",
"856077345","626532072","159596476","7747.14","58.799999999999955","3.182","74.0","7.21","1027.0","300","151","90","4","1","0.5","58.799999999999955","3.182","39.25","258.0","50.12","250","90","260","5.625","65381","74","12.375",
"856077346","626531673","159596759","7751.09","58.799999999999955","3.284","74.0","7.03","1070.0","300","150","90","4","1","0.5","58.799999999999955","3.284","39.25","261.0","50.03","247","89","260","5.625","65381","74","12.5",
"856077347","626531307","159596963","7754.64","58.60000000000002","3.387","74.0","7.03","1077.0","300","150","90","4","1","0.0","58.60000000000002","3.387","39.25","261.0","50.03","254","88","260","5.875","65381","75","12.5",
"856077348","626530961","159596853","7757.91","58.799999999999955","3.452","74.0","6.9","1071.0","300","150","90","4","1","0.5","58.799999999999955","3.452","39.0","258.0","50.03","252","91","268","5.875","65381","75","12.0",
"856077349","626530620","159596795","7761.11","58.60000000000002","3.452","72.2","6.62","1080.0","300","151","92","4","1","0.0","58.60000000000002","3.452","39.0","255.0","50.03","246","92","268","5.375","65381","72","12.875",
"856077350","626530281","159596687","7764.33","58.799999999999955","3.359","72.2","6.53","1096.0","300","150","92","4","1","0.0","58.799999999999955","3.359","39.25","257.0","50.03","248","93","262","5.375","65381","72","12.75",
"856077351","626529944","159596601","7767.51","58.60000000000002","3.303","72.2","6.43","1099.0","300","151","91","4","1","0.5","58.60000000000002","3.303","39.5","260.0","50.03","256","91","258","5.375","65381","72","12.875",
"856077352","626529588","159596593","7770.83","58.799999999999955","3.284","72.2","6.43","1096.0","300","151","91","4","1","0.5","58.799999999999955","3.284","39.25","257.0","50.03","260","91","258","5.375","65381","72","13.0",
"856077353","626529249","159596547","7774.0","58.60000000000002","3.284","72.2","6.43","1092.0","300","151","91","4","1","0.5","58.60000000000002","3.284","39.25","258.0","50.03","262","91","260","5.625","65381","74","12.625",
